GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G0600490","California","06","060","Modoc County","049","0490",7469,8610,9678,9449,9686,8700,2524,3198,3711,3784,4064
"G0600510","California","06","060","Mono County","051","0510",4016,8577,9956,12853,14202,13195,1382,3453,3961,5137,5768
"G0600530","California","06","060","Monterey County","053","0530",250071,290444,355660,401762,415057,439035,71232,95734,112965,121236,125946
"G0600550","California","06","060","Napa County","055","0550",79140,99199,110765,124279,136484,138019,25098,36624,41312,45402,48876
"G0600570","California","06","060","Nevada County","057","0570",26346,51645,78510,92033,98764,102241,9601,20012,30758,36894,41527
"G0600590","California","06","060","Orange County","059","0590",1420386,1932709,2410556,2846289,3010232,3186989,436120,686267,827066,935287,992781
"G0600610","California","06","060","Placer County","061","0610",77306,117247,172796,248399,348432,404739,24557,42732,64101,93382,132627
"G0600630","California","06","060","Plumas County","063","0630",11707,17340,19739,20824,20007,19790,4140,6637,8125,9000,8977
"G0600650","California","06","060","Riverside County","065","0650",459074,663166,1170413,1545387,2189641,2418185,150504,242937,402067,506218,686260
"G0600670","California","06","060","Sacramento County","067","0670",631498,783381,1041219,1223499,1418788,1585055,202953,299805,394530,453602,513945
"G0600690","California","06","060","San Benito County","069","0690",18226,25005,36697,53234,55269,64209,5460,7882,11422,15885,16805
"G0600710","California","06","060","San Bernardino County","071","0710",684072,895016,1418380,1709434,2035210,2181654,212021,308643,464737,528594,611618
"G0600730","California","06","060","San Diego County","073","0730",1357854,1861846,2498016,2813833,3095313,3298634,423513,670094,887403,994677,1086865
"G0600750","California","06","060","San Francisco County","075","0750",715674,678974,723959,776733,805235,873965,295174,298956,305584,329700,345811
"G0600770","California","06","060","San Joaquin County","077","0770",290208,347342,480628,563598,685306,779233,92372,124626,158156,181629,215007
"G0600790","California","06","060","San Luis Obispo County","079","0790",105690,155435,217162,246681,269637,282424,33926,58204,80281,92739,102016
"G0600810","California","06","060","San Mateo County","081","0810",556234,587329,649623,707161,718451,764442,185028,225201,241914,254103,257837
"G0600830","California","06","060","Santa Barbara County","083","0830",264324,298694,369608,399347,423895,448229,83929,109315,129802,136622,142104
"G0600850","California","06","060","Santa Clara County","085","0850",1064714,1295071,1497577,1682585,1781642,1936259,322870,458519,520180,565863,604204
"G0600870","California","06","060","Santa Cruz County","087","0870",123790,188141,229734,255602,262382,270861,44420,71793,83566,91139,94355
"G0600890","California","06","060","Shasta County","089","0890",77640,115715,147036,163256,177223,182155,25290,43014,55966,63426,70346
"G0600910","California","06","060","Sierra County","091","0910",2365,3073,3318,3555,3240,3236,884,1274,1336,1520,1482
"G0600930","California","06","060","Siskiyou County","093","0930",33225,39732,43531,44301,44900,44076,11273,15115,17306,18556,19505
"G0600950","California","06","060","Solano County","095","0950",169941,235203,340421,394542,413344,453491,51120,80426,113429,130403,141758
"G0600970","California","06","060","Sonoma County","097","0970",204885,299681,388222,458614,483878,488863,67861,114474,149011,172403,185825
"G0600990","California","06","060","Stanislaus County","099","0990",194506,265900,370522,446997,514453,552878,62100,94675,125375,145146,165180
"G0601010","California","06","060","Sutter County","101","1010",41935,52246,64415,78930,94737,99633,13159,18809,23111,27033,31437
"G0601030","California","06","060","Tehama County","103","1030",29517,38888,49625,56039,63463,65829,9567,14538,18704,21013,23767
"G0601050","California","06","060","Trinity County","105","1050",7615,11858,13063,13022,13786,16112,2608,4498,5156,5587,6083
"G0601070","California","06","060","Tulare County","107","1070",188322,245738,311921,368021,442179,473117,56490,80646,97861,110385,130352
"G0601090","California","06","060","Tuolumne County","109","1090",22169,33928,48456,54501,55365,55620,7498,12866,17959,21004,22156
"G0601110","California","06","060","Ventura County","111","1110",376430,529174,669016,753197,823318,843843,106469,172781,217298,243234,266920
"G0601130","California","06","060","Yolo County","113","1130",91788,113374,141092,168660,200849,216403,28316,41304,50972,59375,70872
"G0601150","California","06","060","Yuba County","115","1150",44736,49733,58228,60219,72155,81575,13074,17504,19776,20535,24307
"G0800010","Colorado","08","080","Adams County","001","0010",185789,245944,265038,363857,441603,519572,50024,84219,96353,128156,153764
"G0800030","Colorado","08","080","Alamosa County","003","0030",11422,11799,13617,14966,15445,16376,3285,3921,4721,5467,5995
"G0800050","Colorado","08","080","Arapahoe County","005","0050",162142,293621,391511,487967,572003,655070,47529,106018,154710,190909,224011
"G0800070","Colorado","08","080","Archuleta County","007","0070",2733,3664,5345,9898,12084,13359,817,1241,2010,3980,5267
"G0800090","Colorado","08","080","Baca County","009","0090",5674,5419,4556,4517,3788,3506,1938,2047,1872,1905,1685
"G0800110","Colorado","08","080","Bent County","011","0110",6493,5945,5048,5998,6499,5650,1941,1999,1865,2003,1832
"G0800130","Colorado","08","080","Boulder County","013","0130",131889,189625,225339,291288,294567,330758,40854,68964,88402,114680,119300
"G0800140","Colorado","08","080","Broomfield County","014","0140",,,,,55889,74112,,,,,21414
"G0800150","Colorado","08","080","Chaffee County","015","0150",10162,13227,12684,16242,17809,19476,3176,4758,4848,6584,7601
"G0800170","Colorado","08","080","Cheyenne County","017","0170",2396,2153,2397,2231,1836,1748,774,813,904,880,786
"G0800190","Colorado","08","080","Clear Creek County","019","0190",4819,7308,7619,9322,9088,9397,1625,2835,3153,4019,4208
"G0800210","Colorado","08","080","Conejos County","021","0210",7846,7794,7453,8400,8256,7461,1980,2356,2492,2980,3118
"G0800230","Colorado","08","080","Costilla County","023","0230",3091,3071,3190,3663,3524,3499,826,1025,1192,1503,1550
"G0800250","Colorado","08","080","Crowley County","025","0250",3086,2988,3946,5518,5823,5922,1083,1130,1165,1358,1306
"G0800270","Colorado","08","080","Custer County","027","0270",1120,1528,1926,3503,4255,4704,411,572,770,1480,1925
"G0800290","Colorado","08","080","Delta County","029","0290",15286,21225,20980,27834,30952,31196,5298,7924,8372,11058,12703
"G0800310","Colorado","08","080","Denver County","031","0310",514678,492365,467610,554636,600158,715522,185331,211566,210952,239235,263107
"G0800330","Colorado","08","080","Dolores County","033","0330",1641,1658,1504,1844,2064,2326,500,584,581,785,899
"G0800350","Colorado","08","080","Douglas County","035","0350",8407,25153,60391,175766,285465,357978,2420,7857,20844,60924,102018
"G0800370","Colorado","08","080","Eagle County","037","0370",7498,13320,21928,41659,52197,55731,2302,5223,8354,15148,19236
"G0800410","Colorado","08","080","El Paso County","041","0410",235972,309424,397014,516929,622263,730395,67581,107791,146965,192409,235959
"G0800390","Colorado","08","080","Elbert County","039","0390",3903,6850,9646,19872,23086,26062,1280,2277,3377,6770,8380
"G0800430","Colorado","08","080","Fremont County","043","0430",21942,28676,32273,46145,46824,48939,7006,10058,11713,15232,16582
"G0800450","Colorado","08","080","Garfield County","045","0450",14821,22514,29974,43791,56389,61685,4923,8131,11266,16229,20359
"G0800470","Colorado","08","080","Gilpin County","047","0470",1272,2441,3070,4757,5441,5808,469,958,1308,2043,2460
"G0800490","Colorado","08","080","Grand County","049","0490",4107,7475,7966,12442,14843,15717,1370,2797,3168,5075,6469
"G0800510","Colorado","08","080","Gunnison County","051","0510",7578,10689,10273,13956,15324,16918,2215,3784,3855,5649,6516
"G0800530","Colorado","08","080","Hinsdale County","053","0530",202,408,467,790,843,788,80,163,214,359,362
"G0800550","Colorado","08","080","Huerfano County","055","0550",6590,6440,6009,7862,6711,6820,2205,2403,2446,3082,3137
"G0800570","Colorado","08","080","Jackson County","057","0570",1811,1863,1605,1577,1394,1379,578,662,632,661,649
"G0800590","Colorado","08","080","Jefferson County","059","0590",233031,371753,438430,527056,534543,582910,68322,129778,166545,206067,218160
"G0800610","Colorado","08","080","Kiowa County","061","0610",2029,1936,1688,1622,1398,1446,686,718,657,665,619
"G0800630","Colorado","08","080","Kit Carson County","063","0630",7530,7599,7140,8011,8270,7087,2387,2765,2785,2990,3038
"G0800670","Colorado","08","080","La Plata County","067","0670",19199,27424,32284,43941,51334,55638,5683,9746,11976,17342,21100
"G0800650","Colorado","08","080","Lake County","065","0650",8282,8830,6007,7812,7310,7436,2443,3000,2382,2977,2953
"G0800690","Colorado","08","080","Larimer County","069","0690",89900,149184,186136,251494,299630,359066,28183,54086,70472,97164,120295
"G0800710","Colorado","08","080","Las Animas County","071","0710",15744,14897,13765,15207,15507,14555,5084,5367,5421,6173,6384
"G0800730","Colorado","08","080","Lincoln County","073","0730",4836,4663,4529,6087,5467,5675,1605,1822,1817,2058,1948
"G0800750","Colorado","08","080","Logan County","075","0750",18852,19800,17567,20504,22709,21528,5808,7146,6978,7551,8047
"G0800770","Colorado","08","080","Mesa County","077","0770",54374,81530,93145,116255,146723,155703,17640,29668,36250,45823,58095
"G0800790","Colorado","08","080","Mineral County","079","0790",786,804,558,831,712,865,254,314,247,377,355
"G0800810","Colorado","08","080","Moffat County","081","0810",6525,13133,11357,13184,13795,13292,2095,4578,4178,4983,5465
"G0800830","Colorado","08","080","Montezuma County","083","0830",12952,16510,18672,23830,25535,25849,3965,5661,6762,9201,10541
"G0800850","Colorado","08","080","Montrose County","085","0850",18366,24352,24423,33432,41276,42679,5612,8428,9405,13043,16484
"G0800870","Colorado","08","080","Morgan County","087","0870",20105,22513,21939,27171,28159,29111,6300,7981,8139,9539,10294
"G0800890","Colorado","08","080","Otero County","089","0890",23523,22567,20185,20311,18831,18690,7277,7937,7593,7920,7729
"G0800910","Colorado","08","080","Ouray County","091","0910",1546,1925,2295,3742,4436,4874,538,723,947,1576,2022
"G0800930","Colorado","08","080","Park County","093","0930",2185,5333,7174,14523,16206,17390,757,1857,2775,5894,7174
"G0800950","Colorado","08","080","Phillips County","095","0950",4131,4542,4189,4480,4442,4530,1471,1753,1712,1781,1819
"G0800970","Colorado","08","080","Pitkin County","097","0970",6185,10338,12661,14872,17148,17358,2069,4519,5877,6807,8152
"G0800990","Colorado","08","080","Prowers County","099","0990",13258,13070,13347,14483,12551,11999,4151,4658,4984,5307,4935
"G0801010","Colorado","08","080","Pueblo County","101","1010",118238,125972,123051,141472,159063,168162,35373,45095,47057,54579,62972
"G0801030","Colorado","08","080","Rio Blanco County","103","1030",4842,6255,5972,5986,6666,6529,1474,2104,2181,2306,2647
"G0801050","Colorado","08","080","Rio Grande County","105","1050",10494,10511,10770,12413,11982,11539,3070,3522,3930,4701,4779
"G0801070","Colorado","08","080","Routt County","107","1070",6592,13404,14088,19690,23509,24829,2159,4934,5483,7953,9892
"G0801090","Colorado","08","080","Saguache County","109","1090",3827,3935,4619,5917,6108,6368,1134,1360,1643,2300,2640
"G0801110","Colorado","08","080","San Juan County","111","1110",831,833,745,558,699,705,262,318,287,269,344
"G0801130","Colorado","08","080","San Miguel County","113","1130",1949,3192,3653,6594,7359,8072,630,1250,1489,3015,3454
"G0801150","Colorado","08","080","Sedgwick County","115","1150",3405,3266,2690,2747,2379,2404,1161,1260,1141,1165,1093
"G0801170","Colorado","08","080","Summit County","117","1170",2665,8848,12881,23548,27994,31055,862,3571,5295,9120,11754
"G0801190","Colorado","08","080","Teller County","119","1190",3316,8034,12468,20555,23350,24710,1127,2882,4720,7993,9805
"G0801210","Colorado","08","080","Washington County","121","1210",5550,5304,4812,4926,4814,4817,1848,2017,1915,1989,1980
"G0801230","Colorado","08","080","Weld County","123","1230",89297,123438,131821,180936,252825,328981,26664,42749,47470,63247,89349
"G0801250","Colorado","08","080","Yuma County","125","1250",8544,9682,8954,9841,10043,9988,3013,3606,3472,3800,3952
"G0900010","Connecticut","09","090","Fairfield County","001","0010",792814,807143,827645,882567,916829,957419,243806,280597,305011,324232,335545
"G0900030","Connecticut","09","090","Hartford County","003","0030",816737,807766,851783,857183,894014,899498,255437,289658,324691,335098,350854
"G0900050","Connecticut","09","090","Litchfield County","005","0050",144091,156769,174092,182193,189927,185186,45550,55667,66371,71551,76640
"G0900070","Connecticut","09","090","Middlesex County","007","0070",114816,129017,143196,155071,165676,164245,34758,45922,54651,61341,67202
"G0900090","Connecticut","09","090","New Haven County","009","0090",744948,761337,804219,824008,862477,864835,231754,271542,304730,319040,334502
"G0900110","Connecticut","09","090","New London County","011","0110",230348,238409,254957,259088,274055,268555,67618,81814,93245,99835,107057
"G0900130","Connecticut","09","090","Tolland County","013","0130",103440,114823,128699,136364,152691,149788,27902,36269,44309,49431,54477
"G0900150","Connecticut","09","090","Windham County","015","0150",84515,92312,102525,109091,118428,116418,26444,32209,37471,41142,44810
"G1000010","Delaware","10","100","Kent County","001","0010",81892,98219,110993,126697,162310,181851,23368,32737,39655,47224,60278
"G1000030","Delaware","10","100","New Castle County","003","0030",385856,398115,441946,500265,538479,570719,115774,138944,164161,188935,202651
"G1000050","Delaware","10","100","Sussex County","005","0050",80356,98004,113229,156638,197145,237378,25662,35400,43681,62577,79368
"G1100010","District of Columbia","11","110","District of Columbia","001","0010",756510,638333,606900,572059,601723,689545,262538,253143,249634,248338,266707
"G1200010","Florida","12","120","Alachua County","001","0010",104764,151348,181596,217955,247336,278468,31115,54607,71258,87509,100516
"G1200030","Florida","12","120","Baker County","003","0030",9242,15289,18486,22259,27115,28259,2229,4243,5554,7043,8772
"G1200050","Florida","12","120","Bay County","005","0050",75283,97740,126994,148217,168852,175216,23403,34754,48938,59597,68438
"G1200070","Florida","12","120","Bradford County","007","0070",14625,20023,22515,26088,28520,28303,4058,6297,7193,8497,9479
"G1200090","Florida","12","120","Brevard County","009","0090",230006,272959,398978,476230,543376,606612,68560,101783,161365,198195,229692
"G1200110","Florida","12","120","Broward County","011","0110",620100,1018200,1255488,1623018,1748066,1944375,222563,417517,528442,654445,686047
"G1200130","Florida","12","120","Calhoun County","013","0130",7624,9294,11011,13017,14625,13648,2393,3221,3793,4468,5061
"G1200150","Florida","12","120","Charlotte County","015","0150",27559,58460,110975,141627,159978,186847,11668,25922,48433,63864,73370
"G1200170","Florida","12","120","Citrus County","017","0170",19196,54703,93515,118085,141236,153843,7358,22985,40573,52634,63304
"G1200190","Florida","12","120","Clay County","019","0190",32059,67052,105986,140814,190865,218245,9396,21646,36663,50243,68792
"G1200210","Florida","12","120","Collier County","021","0210",38040,85971,152099,251377,321520,375752,13012,33966,61703,102973,133179
"G1200230","Florida","12","120","Columbia County","023","0230",25250,35399,42613,56513,67531,69698,7669,12183,15611,20925,24941
"G1200250","Florida","12","120","Dade County","025","0250",1267792,1625781,1937094,,,,428026,609830,692355,,
"G1200270","Florida","12","120","DeSoto County","027","0270",13060,19039,23865,32209,34862,33976,3761,6256,8222,10746,11445
"G1200290","Florida","12","120","Dixie County","029","0290",5480,7751,10585,13827,16422,16759,1708,2663,3916,5205,6316
"G1200310","Florida","12","120","Duval County","031","0310",528865,571003,672971,778879,864263,995567,161666,208351,257245,303747,342450
"G1200330","Florida","12","120","Escambia County","033","0330",205334,233794,262798,294410,297619,321905,60387,81067,98608,111049,116238
"G1200350","Florida","12","120","Flagler County","035","0350",4454,10913,28701,49832,95696,115378,1488,4359,11880,21294,39186
"G1200370","Florida","12","120","Franklin County","037","0370",7065,7661,8967,11057,11549,12451,2429,2765,3628,4096,4254
"G1200390","Florida","12","120","Gadsden County","039","0390",39184,41565,41105,45087,46389,43826,9066,12092,13405,15867,16952
"G1200410","Florida","12","120","Gilchrist County","041","0410",3551,5767,9667,14437,16939,17864,1146,2006,3284,5021,6121
