GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G2700170","Minnesota","27","270","Carlton County","017","0170",28072,29936,29259,31671,35386,36207,8113,10108,10842,12064,13538
"G2700190","Minnesota","27","270","Carver County","019","0190",28310,37046,47915,70205,91042,106922,7937,12011,16601,24356,32891
"G2700210","Minnesota","27","270","Cass County","021","0210",17323,21050,21791,27150,28567,30066,5453,7444,8302,10893,11948
"G2700230","Minnesota","27","270","Chippewa County","023","0230",15109,14941,13228,13088,12441,12598,4898,5583,5245,5361,5241
"G2700250","Minnesota","27","270","Chisago County","025","0250",17492,25717,30521,41101,53887,56621,5197,8347,10551,14454,19470
"G2700270","Minnesota","27","270","Clay County","027","0270",46585,49327,50422,51229,58999,65318,12927,16199,17490,18670,22279
"G2700290","Minnesota","27","270","Clearwater County","029","0290",8013,8761,8309,8423,8695,8524,2517,2980,3064,3330,3527
"G2700310","Minnesota","27","270","Cook County","031","0310",3423,4092,3868,5168,5176,5600,1174,1583,1632,2350,2494
"G2700330","Minnesota","27","270","Cottonwood County","033","0330",14887,14854,12694,12167,11687,11517,4813,5476,5060,4917,4857
"G2700350","Minnesota","27","270","Crow Wing County","035","0350",34826,41722,44249,55099,62500,66123,10974,15171,17204,22250,26033
"G2700370","Minnesota","27","270","Dakota County","037","0370",139808,194279,275227,355904,398552,439882,37544,64087,98293,131151,152060
"G2700390","Minnesota","27","270","Dodge County","039","0390",13037,14773,15731,17731,20087,20867,3874,4995,5538,6420,7460
"G2700410","Minnesota","27","270","Douglas County","041","0410",22892,27839,28674,32821,36009,39006,7172,9991,10988,13276,15289
"G2700430","Minnesota","27","270","Faribault County","043","0430",20896,19714,16937,16181,14553,13921,6713,7378,6772,6652,6236
"G2700450","Minnesota","27","270","Fillmore County","045","0450",21916,21930,20777,21122,20866,21228,6984,7828,7822,8228,8545
"G2700470","Minnesota","27","270","Freeborn County","047","0470",38064,36329,33060,32584,31255,30895,11729,13224,13029,13356,13177
"G2700490","Minnesota","27","270","Goodhue County","049","0490",34763,38749,40690,44127,46183,47582,10814,13628,15198,16983,18730
"G2700510","Minnesota","27","270","Grant County","051","0510",7462,7171,6246,6289,6018,6074,2420,2654,2454,2534,2601
"G2700530","Minnesota","27","270","Hennepin County","053","0530",960080,941411,1032431,1116200,1152425,1281565,309708,365536,419060,456129,475913
"G2700550","Minnesota","27","270","Houston County","055","0550",17556,18382,18497,19718,19027,18843,5065,6336,6844,7633,7849
"G2700570","Minnesota","27","270","Hubbard County","057","0570",10583,14098,14939,18376,20428,21344,3409,5027,5781,7435,8661
"G2700590","Minnesota","27","270","Isanti County","059","0590",16560,23600,25921,31287,37816,41135,4597,7503,8810,11236,13972
"G2700610","Minnesota","27","270","Itasca County","061","0610",35530,43069,40863,43992,45058,45014,10749,14970,15461,17789,18773
"G2700630","Minnesota","27","270","Jackson County","063","0630",14352,13690,11677,11268,10266,9989,4549,4988,4560,4556,4429
"G2700650","Minnesota","27","270","Kanabec County","065","0650",9775,12161,12802,14996,16239,16032,3047,4250,4753,5759,6413
"G2700670","Minnesota","27","270","Kandiyohi County","067","0670",30548,36763,38761,41203,42239,43732,9272,12871,14298,15936,16732
"G2700690","Minnesota","27","270","Kittson County","069","0690",6853,6672,5767,5285,4552,4207,2249,2485,2274,2167,1986
"G2700710","Minnesota","27","270","Koochiching County","071","0710",17131,17571,16299,14355,13311,12062,5215,6131,6025,6040,5874
"G2700730","Minnesota","27","270","Lac qui Parle County","073","0730",11164,10592,8924,8067,7259,6719,3615,3885,3505,3316,3155
"G2700750","Minnesota","27","270","Lake County","075","0750",13351,13043,10415,11058,10866,10905,3952,4578,4242,4646,4825
"G2700770","Minnesota","27","270","Lake of the Woods County","077","0770",3987,3764,4076,4522,4045,3763,1239,1389,1576,1903,1784
"G2700790","Minnesota","27","270","Le Sueur County","079","0790",21332,23434,23239,25426,27703,28674,6507,8033,8468,9630,10758
"G2700810","Minnesota","27","270","Lincoln County","081","0810",8143,8207,6890,6429,5896,5640,2579,2928,2704,2653,2574
"G2700830","Minnesota","27","270","Lyon County","083","0830",24273,25207,24789,25425,25857,25269,7037,8679,9073,9715,10227
"G2700870","Minnesota","27","270","Mahnomen County","087","0870",5638,5535,5044,5190,5413,5411,1592,1782,1805,1969,2019
"G2700890","Minnesota","27","270","Marshall County","089","0890",13060,13027,10993,10155,9439,9040,3958,4463,4194,4101,3981
"G2700910","Minnesota","27","270","Martin County","091","0910",24316,24687,22914,21802,20840,20025,8015,9321,9129,9067,9035
"G2700850","Minnesota","27","270","McLeod County","085","0850",27662,29657,32030,34898,36651,36771,8530,10376,11815,13449,14639
"G2700930","Minnesota","27","270","Meeker County","093","0930",18810,20594,20846,22644,23300,23400,5792,7178,7651,8590,9176
"G2700950","Minnesota","27","270","Mille Lacs County","095","0950",15703,18430,18670,22330,26097,26459,4885,6431,6911,8638,10166
"G2700970","Minnesota","27","270","Morrison County","097","0970",26949,29311,29604,31712,33198,34010,7441,9505,10399,11816,13080
"G2700990","Minnesota","27","270","Mower County","099","0990",43783,40390,37385,38603,39163,40029,13417,14969,15028,15582,15828
"G2701010","Minnesota","27","270","Murray County","101","1010",12508,11507,9660,9165,8725,8179,3718,4036,3758,3722,3717
"G2701030","Minnesota","27","270","Nicollet County","103","1030",24518,26929,28076,29771,32727,34454,6655,8580,9478,10642,12201
"G2701050","Minnesota","27","270","Nobles County","105","1050",23208,21840,20098,20832,21378,22290,7025,7812,7683,7939,7946
"G2701070","Minnesota","27","270","Norman County","107","1070",10008,9379,7975,7442,6852,6441,3298,3431,3118,3010,2863
"G2701090","Minnesota","27","270","Olmsted County","109","1090",84104,92006,106470,124277,144248,162847,25202,32677,40058,47807,57080
"G2701110","Minnesota","27","270","Otter Tail County","111","1110",46097,51937,50714,57159,57303,60081,14428,18549,19510,22671,24055
"G2701130","Minnesota","27","270","Pennington County","113","1130",13266,15258,13306,13584,13930,13992,4164,5437,5173,5525,5836
"G2701150","Minnesota","27","270","Pine County","115","1150",16821,19871,21264,26530,29750,28876,5169,6851,7577,9939,11373
"G2701170","Minnesota","27","270","Pipestone County","117","1170",12791,11690,10491,9895,9596,9424,4062,4357,4078,4069,4054
"G2701190","Minnesota","27","270","Polk County","119","1190",34435,34844,32498,31369,31600,31192,10502,12154,11984,12070,12704
"G2701210","Minnesota","27","270","Pope County","121","1210",11107,11657,10745,11236,10995,11308,3519,4241,4135,4513,4736
"G2701230","Minnesota","27","270","Ramsey County","123","1230",476255,459784,485765,511035,508640,552352,148938,170505,190500,201236,202691
"G2701250","Minnesota","27","270","Red Lake County","125","1250",5388,5471,4525,4299,4089,3935,1529,1818,1730,1727,1737
"G2701270","Minnesota","27","270","Redwood County","127","1270",20024,19341,17254,16815,16059,15425,6166,6842,6554,6674,6580
"G2701290","Minnesota","27","270","Renville County","129","1290",21139,20401,17673,17154,15730,14723,6544,7313,6790,6779,6564
"G2701310","Minnesota","27","270","Rice County","131","1310",41582,46087,49183,56665,64142,67097,11065,14276,16347,18888,22315
"G2701330","Minnesota","27","270","Rock County","133","1330",11346,10703,9806,9721,9687,9704,3494,3855,3754,3843,3918
"G2701350","Minnesota","27","270","Roseau County","135","1350",11569,12574,15026,16338,15629,15331,3463,4331,5415,6190,6300
"G2701390","Minnesota","27","270","Scott County","139","1390",32423,43784,57846,89498,129928,150928,8498,13501,19367,30692,45108
"G2701410","Minnesota","27","270","Sherburne County","141","1410",18344,29908,41945,64417,88499,97183,4953,8971,13643,21581,30212
"G2701430","Minnesota","27","270","Sibley County","143","1430",15845,15448,14366,15356,15226,14836,4820,5340,5323,5772,6034
"G2701370","Minnesota","27","270","St. Louis County","137","1370",220693,222229,198213,200528,200226,200231,70176,81482,78901,82619,84783
"G2701450","Minnesota","27","270","Stearns County","145","1450",95400,108161,118791,133166,150642,158292,23168,32113,39776,47604,56232
"G2701470","Minnesota","27","270","Steele County","147","1470",26931,30328,30729,33680,36576,37406,8247,10600,11342,12846,14330
"G2701490","Minnesota","27","270","Stevens County","149","1490",11218,11322,10634,10053,9726,9671,3250,3881,3823,3751,3726
"G2701510","Minnesota","27","270","Swift County","151","1510",13177,12920,10724,11956,9783,9838,4202,4694,4268,4353,4236
"G2701530","Minnesota","27","270","Todd County","153","1530",22114,24991,23363,24426,24895,25262,6764,8514,8589,9342,9756
"G2701550","Minnesota","27","270","Traverse County","155","1550",6254,5542,4463,4134,3558,3360,1966,2038,1778,1717,1524
"G2701570","Minnesota","27","270","Wabasha County","157","1570",17224,19335,19744,21610,21676,21387,5220,6745,7286,8277,8822
"G2701590","Minnesota","27","270","Wadena County","159","1590",12412,14192,13154,13713,13843,14065,3790,4823,4978,5426,5705
"G2701610","Minnesota","27","270","Waseca County","161","1610",16663,18448,18079,19526,19136,18968,5134,6469,6649,7059,7281
"G2701630","Minnesota","27","270","Washington County","163","1630",82948,113571,145896,201130,238136,267568,21300,35088,49246,71462,87859
"G2701650","Minnesota","27","270","Watonwan County","165","1650",13298,12361,11682,11876,11211,11253,4309,4636,4530,4627,4520
"G2701670","Minnesota","27","270","Wilkin County","167","1670",9389,8454,7516,7138,6576,6506,2747,2933,2805,2752,2690
"G2701690","Minnesota","27","270","Winona County","169","1690",44409,46256,47828,49985,51461,49671,13004,15606,16930,18744,19554
"G2701710","Minnesota","27","270","Wright County","171","1710",38933,58681,68710,89986,124700,141337,10926,18426,23013,31465,44473
"G2701730","Minnesota","27","270","Yellow Medicine County","173","1730",14418,13653,11684,11080,10438,9528,4565,4991,4607,4439,4292
"G2800010","Mississippi","28","280","Adams County","001","0010",37293,38035,35356,34340,32297,29538,11025,12806,13262,13677,12643
"G2800030","Mississippi","28","280","Alcorn County","003","0030",27179,33036,31722,34558,37057,34740,8801,11940,12449,14224,15039
"G2800050","Mississippi","28","280","Amite County","005","0050",13763,13369,13328,13599,13131,12720,3869,4365,4830,5271,5351
"G2800070","Mississippi","28","280","Attala County","007","0070",19570,19865,18481,19661,19564,17889,5972,6862,6945,7567,7619
"G2800090","Mississippi","28","280","Benton County","009","0090",7505,8153,8046,8026,8729,7646,2024,2577,2842,2999,3404
"G2800110","Mississippi","28","280","Bolivar County","011","0110",49409,45965,41875,40633,34145,30985,12708,13571,13292,13776,12727
"G2800130","Mississippi","28","280","Calhoun County","013","0130",14623,15664,14908,15069,14962,13266,4528,5420,5662,6019,5988
"G2800150","Mississippi","28","280","Carroll County","015","0150",9397,9776,9237,10769,10597,9998,2573,3203,3352,4071,4188
"G2800170","Mississippi","28","280","Chickasaw County","017","0170",16805,17853,18085,19440,17392,17106,4949,5871,6480,7253,6639
"G2800190","Mississippi","28","280","Choctaw County","019","0190",8440,8996,9071,9758,8547,8246,2571,2997,3217,3686,3446
"G2800210","Mississippi","28","280","Claiborne County","021","0210",10086,12279,11370,11831,9604,9135,2669,3574,3342,3685,3440
"G2800230","Mississippi","28","280","Clarke County","023","0230",15049,16945,17313,17955,16732,15615,4572,5764,6334,6978,6733
"G2800250","Mississippi","28","280","Clay County","025","0250",18840,21082,21120,21979,20634,18636,5318,6776,7251,8152,8029
"G2800270","Mississippi","28","280","Coahoma County","027","0270",40447,36918,31665,30622,26151,21390,11185,11692,10530,10553,9461
"G2800290","Mississippi","28","280","Copiah County","029","0290",24749,26503,27592,28757,29449,28368,7093,8520,9304,10142,10708
"G2800310","Mississippi","28","280","Covington County","031","0310",14002,15927,16527,19407,19568,18340,3981,5171,5786,7126,7430
"G2800330","Mississippi","28","280","DeSoto County","033","0330",35885,53930,67910,107199,161252,185314,9304,16331,23273,38792,57748
"G2800350","Mississippi","28","280","Forrest County","035","0350",57849,66018,68314,72604,74934,78158,17546,22978,25150,27183,28746
"G2800370","Mississippi","28","280","Franklin County","037","0370",8011,8208,8377,8448,8118,7675,2531,2916,3086,3211,3211
"G2800390","Mississippi","28","280","George County","039","0390",12459,15297,16673,19144,22578,24350,3576,4828,5779,6742,7982
"G2800410","Mississippi","28","280","Greene County","041","0410",8545,9827,10220,13299,14400,13530,2448,3065,3327,4148,4306
"G2800430","Mississippi","28","280","Grenada County","043","0430",19854,21043,21555,23263,21906,21629,5886,7111,7701,8820,8779
"G2800450","Mississippi","28","280","Hancock County","045","0450",17387,24537,31760,42967,43929,46053,5152,8182,11817,16897,17380
"G2800470","Mississippi","28","280","Harrison County","047","0470",134582,157665,165365,189601,187105,208621,37488,52202,59557,71538,71476
"G2800490","Mississippi","28","280","Hinds County","049","0490",214973,250998,254441,250800,245285,227742,63266,85902,91023,91030,91351
"G2800510","Mississippi","28","280","Holmes County","051","0510",23120,22970,21604,21609,19198,17000,6342,7034,7139,7314,6926
"G2800530","Mississippi","28","280","Humphreys County","053","0530",14601,13931,12134,11206,9375,7785,3863,4269,3926,3765,3373
"G2800550","Mississippi","28","280","Issaquena County","055","0550",2737,2513,1909,2274,1406,1338,727,764,633,726,472
"G2800570","Mississippi","28","280","Itawamba County","057","0570",16847,20518,20017,22770,23401,23863,5206,7055,7497,8773,8881
"G2800590","Mississippi","28","280","Jackson County","059","0590",87975,118015,115243,131420,139668,143252,24584,37589,40454,47676,52205
"G2800610","Mississippi","28","280","Jasper County","061","0610",15994,17265,17114,18149,17062,16367,4590,5591,5956,6708,6798
"G2800630","Mississippi","28","280","Jefferson County","063","0630",9295,9181,8653,9740,7726,7260,2422,2775,2814,3308,2929
"G2800650","Mississippi","28","280","Jefferson Davis County","065","0650",12936,13846,14051,13962,12487,11321,3604,4358,4787,5177,4977
"G2800670","Mississippi","28","280","Jones County","067","0670",56357,61912,62031,64958,67761,67246,17047,21549,22506,24275,25247
"G2800690","Mississippi","28","280","Kemper County","069","0690",10233,10148,10356,10453,10456,8988,2808,3245,3626,3909,3920
"G2800710","Mississippi","28","280","Lafayette County","071","0710",24181,31030,31826,38744,47351,55813,6431,9623,11090,14373,18356
"G2800730","Mississippi","28","280","Lamar County","073","0730",15209,23821,30424,39070,55658,64222,4506,7851,10883,14396,21542
"G2800750","Mississippi","28","280","Lauderdale County","075","0750",67087,77285,75555,78161,80261,72984,20963,26903,28232,29990,31090
"G2800770","Mississippi","28","280","Lawrence County","077","0770",11137,12518,12458,13258,12929,12016,3286,4158,4506,5040,5078
"G2800790","Mississippi","28","280","Leake County","079","0790",17085,18790,18436,20940,23805,21275,5241,6378,6788,7611,8272
"G2800810","Mississippi","28","280","Lee County","081","0810",46148,57061,65581,75755,82910,83343,14422,19970,24450,29200,32086
"G2800830","Mississippi","28","280","Leflore County","083","0830",42111,41525,37341,37947,32317,28339,11859,13003,12749,12956,11577
"G2800850","Mississippi","28","280","Lincoln County","085","0850",26198,30174,30278,33166,34869,34907,7958,10125,11089,12538,13296
"G2800870","Mississippi","28","280","Lowndes County","087","0870",49700,57304,59308,61586,59779,58879,14084,18664,21402,22849,23487
"G2800890","Mississippi","28","280","Madison County","089","0890",29737,41613,53794,74674,95203,109145,7593,12711,19276,27219,35829
"G2800910","Mississippi","28","280","Marion County","091","0910",22871,25708,25544,25595,27088,24441,6704,8565,9110,9336,10135
"G2800930","Mississippi","28","280","Marshall County","093","0930",24027,29296,30361,34993,37144,33752,5806,8518,10077,12163,13369
"G2800950","Mississippi","28","280","Monroe County","095","0950",34043,36404,36582,38014,36989,34180,10316,12255,13348,14603,14485
"G2800970","Mississippi","28","280","Montgomery County","097","0970",12918,13366,12388,12189,10925,9822,3858,4543,4532,4690,4438
"G2800990","Mississippi","28","280","Neshoba County","099","0990",20802,23789,24800,28684,29676,29087,6362,8040,8848,10694,10856
"G2801010","Mississippi","28","280","Newton County","101","1010",18983,19944,20291,21838,21720,21291,5853,6936,7358,8221,8214
"G2801030","Mississippi","28","280","Noxubee County","103","1030",14288,13212,12604,12548,11545,10285,3739,4020,4140,4470,4305
"G2801050","Mississippi","28","280","Oktibbeha County","105","1050",28752,36018,38375,42902,47671,51788,7544,10980,12916,15945,18820
"G2801070","Mississippi","28","280","Panola County","107","1070",26829,28164,29996,34274,34707,33208,7288,8880,10130,12232,12839
"G2801090","Mississippi","28","280","Pearl River County","109","1090",27802,33795,38714,48621,55834,56145,8087,11004,13760,18078,20816
"G2801110","Mississippi","28","280","Perry County","111","1110",9065,9864,10865,12138,12250,11511,2603,3160,3802,4420,4674
"G2801130","Mississippi","28","280","Pike County","113","1130",31756,36173,36882,38940,40404,40324,9699,12348,13408,14792,15370
"G2801150","Mississippi","28","280","Pontotoc County","115","1150",17363,20918,22237,26726,29957,31184,5534,7378,8346,10097,11172
"G2801170","Mississippi","28","280","Prentiss County","117","1170",20133,24025,23278,25556,25276,25008,6330,8298,8647,9821,9812
"G2801190","Mississippi","28","280","Quitman County","119","1190",15888,12636,10490,10117,8223,6176,4192,3930,3521,3565,3058
"G2801210","Mississippi","28","280","Rankin County","121","1210",43933,69427,87161,115327,141617,157031,11166,21741,29858,42089,52836
"G2801230","Mississippi","28","280","Scott County","123","1230",21369,24556,24137,28423,28264,27990,6146,8015,8511,10183,10248
"G2801250","Mississippi","28","280","Sharkey County","125","1250",8937,7964,7066,6580,4916,3800,2276,2262,2084,2163,1834
"G2801270","Mississippi","28","280","Simpson County","127","1270",19947,23441,23953,27639,27503,25949,5831,7673,8357,10076,10330
"G2801290","Mississippi","28","280","Smith County","129","1290",13561,15077,14798,16182,16491,14209,4040,5016,5276,6046,6221
"G2801310","Mississippi","28","280","Stone County","131","1310",8101,9716,10750,13622,17786,18333,2258,2996,3685,4747,6165
"G2801330","Mississippi","28","280","Sunflower County","133","1330",37047,34844,32867,34369,29450,25971,9222,9685,9650,9637,8822
"G2801350","Mississippi","28","280","Tallahatchie County","135","1350",19338,17157,15210,14903,15378,12715,5223,5287,5034,5263,4856
"G2801370","Mississippi","28","280","Tate County","137","1370",18544,20119,21432,25370,28886,28064,4810,6033,7024,8850,10035
"G2801390","Mississippi","28","280","Tippah County","139","1390",15852,18739,19523,20826,22232,21815,4881,6409,7158,8108,8597
"G2801410","Mississippi","28","280","Tishomingo County","141","1410",14940,18434,17683,19163,19593,18850,4895,6727,7059,7917,8148
"G2801430","Mississippi","28","280","Tunica County","143","1430",11854,9652,8164,9227,10778,9782,3073,2814,2526,3258,3927
"G2801450","Mississippi","28","280","Union County","145","1450",19096,21741,22085,25362,27134,27777,6109,7774,8367,9786,10317
"G2801470","Mississippi","28","280","Walthall County","147","1470",12500,13761,14352,15156,15443,13884,3586,4419,4929,5571,5888
"G2801490","Mississippi","28","280","Warren County","149","1490",44981,51627,47880,49644,48773,44722,13559,17355,17407,18756,18941
"G2801510","Mississippi","28","280","Washington County","151","1510",70581,72344,67935,62977,51137,44922,19432,22948,22593,22158,18936
"G2801530","Mississippi","28","280","Wayne County","153","1530",16650,19135,19517,21216,20747,19779,4735,6187,6858,7857,8104
"G2801550","Mississippi","28","280","Webster County","155","1550",10047,10300,10222,10294,10253,9926,3116,3591,3826,3905,4060
"G2801570","Mississippi","28","280","Wilkinson County","157","1570",11099,10021,9678,10312,9878,8587,3065,3190,3347,3578,3455
"G2801590","Mississippi","28","280","Winston County","159","1590",18406,19474,19433,20160,19198,17714,5450,6552,7061,7578,7494
"G2801610","Mississippi","28","280","Yalobusha County","161","1610",11915,13139,12033,13051,12678,12481,3626,4583,4614,5260,5166
"G2801630","Mississippi","28","280","Yazoo County","163","1630",27304,27349,25506,28149,28065,26743,7739,8818,8813,9178,8860
"G2900010","Missouri","29","290","Adair County","001","0010",22472,24870,24577,24977,25607,25314,7450,8947,9060,9669,9877
"G2900030","Missouri","29","290","Andrew County","003","0030",11913,13980,14632,16492,17291,18135,3951,4932,5429,6273,6700
"G2900050","Missouri","29","290","Atchison County","005","0050",9240,8605,7457,6430,5685,5305,3143,3297,2961,2722,2498
"G2900070","Missouri","29","290","Audrain County","007","0070",25362,26458,23599,25853,25529,24962,8565,9779,9205,9844,9590
"G2900090","Missouri","29","290","Barry County","009","0090",19597,24408,27547,34010,35597,34534,6996,9305,10858,13398,14057
"G2900110","Missouri","29","290","Barton County","011","0110",10431,11292,11312,12541,12402,11637,3882,4407,4524,4895,4929
"G2900130","Missouri","29","290","Bates County","013","0130",15468,15873,15025,16653,17049,16042,5682,6096,5918,6511,6744
"G2900150","Missouri","29","290","Benton County","015","0150",9695,12183,13859,17180,19056,19394,3685,4847,5764,7420,8449
"G2900170","Missouri","29","290","Bollinger County","017","0170",8820,10301,10619,12029,12363,10567,2905,3717,3946,4576,4847
"G2900190","Missouri","29","290","Boone County","019","0190",80911,100376,112379,135454,162642,183610,24109,35296,41937,53094,64077
"G2900210","Missouri","29","290","Buchanan County","021","0210",86915,87888,83083,85998,89201,84793,29689,32917,32486,33557,34509
"G2900230","Missouri","29","290","Butler County","023","0230",33529,37693,38765,40867,42794,42130,11582,14181,15334,16718,17614
"G2900250","Missouri","29","290","Caldwell County","025","0250",8351,8660,8380,8969,9424,8815,3091,3301,3222,3523,3676
"G2900270","Missouri","29","290","Callaway County","027","0270",25850,32252,32809,40766,44332,44283,7462,10658,11552,14416,16333
"G2900290","Missouri","29","290","Camden County","029","0290",13315,20017,27495,37051,44002,42745,4828,7989,11305,15779,19068
"G2900310","Missouri","29","290","Cape Girardeau County","031","0310",49350,58837,61633,68693,75674,81710,15492,20968,23390,26980,29848
"G2900330","Missouri","29","290","Carroll County","033","0330",12565,12131,10748,10285,9295,8495,4578,4769,4332,4169,3865
"G2900350","Missouri","29","290","Carter County","035","0350",3878,5428,5515,5941,6265,5202,1316,1962,2128,2378,2559
"G2900370","Missouri","29","290","Cass County","037","0370",39448,51029,63808,82092,99478,107824,12077,17423,22892,30168,37150
"G2900390","Missouri","29","290","Cedar County","039","0390",9424,11894,12093,13733,13982,14188,3546,4791,5003,5685,5838
"G2900410","Missouri","29","290","Chariton County","041","0410",11084,10489,9202,8438,7831,7408,3998,4045,3661,3469,3242
"G2900430","Missouri","29","290","Christian County","043","0430",15124,22402,32644,54285,77422,88842,5047,7979,11937,20425,29077
"G2900450","Missouri","29","290","Clark County","045","0450",8260,8493,7547,7416,7139,6634,2786,3110,2859,2966,2933
"G2900470","Missouri","29","290","Clay County","047","0470",123322,136488,153411,184006,221939,253335,38113,49743,58915,72558,87217
"G2900490","Missouri","29","290","Clinton County","049","0490",12462,15916,16595,18979,20743,21184,4290,5556,6112,7152,7951
"G2900510","Missouri","29","290","Cole County","051","0510",46228,56663,63579,71397,75990,77279,13972,19781,22976,27040,29722
"G2900530","Missouri","29","290","Cooper County","053","0530",14732,14643,14835,16670,17601,17103,4767,5382,5359,5932,6554
"G2900550","Missouri","29","290","Crawford County","055","0550",14828,18300,19173,22804,24696,23056,4954,6586,7299,8858,9831
"G2900570","Missouri","29","290","Dade County","057","0570",6850,7383,7449,7923,7883,7569,2544,2929,2976,3202,3271
"G2900590","Missouri","29","290","Dallas County","059","0590",10054,12096,12646,15661,16777,17071,3527,4458,4899,6030,6524
"G2900610","Missouri","29","290","Daviess County","061","0610",8420,8905,7865,8016,8433,8430,3118,3378,3040,3178,3214
"G2900630","Missouri","29","290","DeKalb County","063","0630",7305,8222,9967,11597,12892,11029,2532,3075,3054,3528,3839
"G2900650","Missouri","29","290","Dent County","065","0650",11457,14517,13702,14927,15657,14421,4024,5398,5327,5982,6338
"G2900670","Missouri","29","290","Douglas County","067","0670",9268,11594,11876,13084,13684,11578,3145,4166,4587,5201,5587
"G2900690","Missouri","29","290","Dunklin County","069","0690",33742,36324,33112,33155,31953,28283,11539,13588,13128,13411,12837
"G2900710","Missouri","29","290","Franklin County","071","0710",55116,71233,80603,93807,101492,104682,16978,24014,28856,34945,39170
"G2900730","Missouri","29","290","Gasconade County","073","0730",11878,13181,14006,15342,15222,14794,4231,5032,5543,6171,6250
"G2900750","Missouri","29","290","Gentry County","075","0750",8060,7887,6848,6861,6738,6162,3036,3116,2756,2747,2674
"G2900770","Missouri","29","290","Greene County","077","0770",152929,185302,207949,240391,275174,298915,51153,69199,81463,97859,114244
"G2900790","Missouri","29","290","Grundy County","079","0790",11819,11959,10536,10432,10261,9808,4441,4866,4346,4382,4204
"G2900810","Missouri","29","290","Harrison County","081","0810",10257,9890,8469,8850,8957,8157,3867,4137,3574,3658,3669
"G2900830","Missouri","29","290","Henry County","083","0830",18451,19672,20044,21997,22272,21946,6834,7763,8189,9133,9405
"G2900850","Missouri","29","290","Hickory County","085","0850",4481,6367,7335,8940,9627,8279,1750,2631,3183,3911,4371
"G2900870","Missouri","29","290","Holt County","087","0870",6654,6882,6034,5351,4912,4223,2513,2771,2440,2237,2133
"G2900890","Missouri","29","290","Howard County","089","0890",10561,10008,9631,10212,10144,10151,3414,3663,3571,3836,3981
"G2900910","Missouri","29","290","Howell County","091","0910",23521,28807,31447,37238,40400,39750,8161,10759,12283,14762,16192
"G2900930","Missouri","29","290","Iron County","093","0930",9529,11084,10726,10697,10630,9537,3079,3806,3995,4197,4378
"G2900950","Missouri","29","290","Jackson County","095","0950",654558,629266,633232,654880,674158,717204,224369,242085,252582,266294,274804
"G2900970","Missouri","29","290","Jasper County","097","0970",79852,86958,90465,104686,117404,122761,28480,33560,36134,41412,45639
"G2900990","Missouri","29","290","Jefferson County","099","0990",105248,146183,171380,198099,218733,226739,29777,47167,59199,71499,81700
"G2901010","Missouri","29","290","Johnson County","101","1010",34172,39059,42514,48258,52595,54013,9834,12539,14579,17410,19311
"G2901030","Missouri","29","290","Knox County","103","1030",5692,5508,4482,4361,4131,3744,2052,2080,1819,1791,1708
"G2901050","Missouri","29","290","Laclede County","105","1050",19944,24323,27158,32513,35571,36039,6769,9023,10420,12760,14081
"G2901070","Missouri","29","290","Lafayette County","107","1070",26626,29925,31107,32960,33381,32984,8887,10926,11732,12569,13022
"G2901090","Missouri","29","290","Lawrence County","109","1090",24585,28973,30236,35204,38634,38001,8630,10741,11724,13568,14869
"G2901110","Missouri","29","290","Lewis County","111","1110",10993,10901,10233,10494,10211,10032,3492,3955,3745,3956,3874
"G2901130","Missouri","29","290","Lincoln County","113","1130",18041,22193,28892,38944,52566,59574,5780,7638,10316,13851,18906
"G2901150","Missouri","29","290","Linn County","115","1150",15125,15495,13885,13754,12761,11874,5763,6312,5704,5697,5299
"G2901170","Missouri","29","290","Livingston County","117","1170",15368,15739,14592,14558,15195,14557,5430,6021,5645,5736,5871
"G2901210","Missouri","29","290","Macon County","121","1210",15432,16313,15345,15762,15566,15209,5749,6386,6160,6501,6412
"G2901230","Missouri","29","290","Madison County","123","1230",8641,10725,11127,11800,12226,12626,3040,4107,4344,4711,4898
"G2901250","Missouri","29","290","Maries County","125","1250",6851,7551,7976,8903,9176,8432,2283,2761,3028,3519,3705
"G2901270","Missouri","29","290","Marion County","127","1270",28121,28638,27682,28289,28781,28525,9918,10696,10728,11066,11377
"G2901190","Missouri","29","290","McDonald County","119","1190",12357,14917,16938,21681,23083,23303,4285,5522,6386,8113,8404
"G2901290","Missouri","29","290","Mercer County","129","1290",4910,4685,3723,3757,3785,3538,1847,1910,1577,1600,1560
"G2901310","Missouri","29","290","Miller County","131","1310",15026,18532,20700,23564,24748,24722,5126,6868,7977,9284,9917
"G2901330","Missouri","29","290","Mississippi County","133","1330",16647,15726,14442,13427,14358,12577,5181,5511,5411,5383,5180
"G2901350","Missouri","29","290","Moniteau County","135","1350",10742,12068,12298,14827,15607,15473,3679,4373,4583,5259,5532
"G2901370","Missouri","29","290","Monroe County","137","1370",9542,9716,9104,9311,8840,8666,3347,3619,3471,3656,3638
"G2901390","Missouri","29","290","Montgomery County","139","1390",11000,11537,11355,12136,12236,11322,3843,4266,4341,4775,4868
