GEO_ID,Geographic Area Name,Count Total population,Count Total housing units,Count Occupied housing units,Count Vacant housing units,Count Owner-occupied housing units,Percent Total housing units,Percent Occupied housing units,Percent Vacant housing units,Percent!!HOUSING TENURE!!Occupied housing units,Percen Owner-occupied housing units among Occupied housing units,Percent Renter-occupied housing units among Occupied housing units
US22089,"St. Charles Parish, Louisiana",52549,20445,19187,1258,15333,100,93.8,6.2,100,79.9,20.1
US22091,"St. Helena Parish, Louisiana",10920,5243,4380,863,3510,100,83.5,16.5,100,80.1,19.9
US22093,"St. James Parish, Louisiana",20192,8554,7692,862,6226,100,89.9,10.1,100,80.9,19.1
US22095,"St. John the Baptist Parish, Louisiana",42477,17738,15803,1935,12128,100,89.1,10.9,100,76.7,23.3
US22097,"St. Landry Parish, Louisiana",82540,36723,32499,4224,22639,100,88.5,11.5,100,69.7,30.3
US22099,"St. Martin Parish, Louisiana",51767,23515,20238,3277,15985,100,86.1,13.9,100,79,21
US22101,"St. Mary Parish, Louisiana",49406,22407,19321,3086,13310,100,86.2,13.8,100,68.9,31.1
US22103,"St. Tammany Parish, Louisiana",264570,110370,102005,8365,78517,100,92.4,7.6,100,77,23
US22105,"Tangipahoa Parish, Louisiana",133157,56685,50961,5724,35199,100,89.9,10.1,100,69.1,30.9
US22107,"Tensas Parish, Louisiana",4147,2779,1766,1013,1262,100,63.5,36.5,100,71.5,28.5
US22109,"Terrebonne Parish, Louisiana",109580,47321,41344,5977,28850,100,87.4,12.6,100,69.8,30.2
US22111,"Union Parish, Louisiana",21107,10334,8759,1575,6890,100,84.8,15.2,100,78.7,21.3
US22113,"Vermilion Parish, Louisiana",57359,25741,22195,3546,16494,100,86.2,13.8,100,74.3,25.7
US22115,"Vernon Parish, Louisiana",48750,21953,18761,3192,10633,100,85.5,14.5,100,56.7,43.3
US22117,"Washington Parish, Louisiana",45463,21341,17944,3397,13000,100,84.1,15.9,100,72.4,27.6
US22119,"Webster Parish, Louisiana",36967,18236,15684,2552,10973,100,86,14,100,70,30
US22121,"West Baton Rouge Parish, Louisiana",27199,11496,10338,1158,7871,100,89.9,10.1,100,76.1,23.9
US22123,"West Carroll Parish, Louisiana",9751,4656,4084,572,3111,100,87.7,12.3,100,76.2,23.8
US22125,"West Feliciana Parish, Louisiana",15310,5036,3897,1139,2962,100,77.4,22.6,100,76,24
US22127,"Winn Parish, Louisiana",13755,6339,5181,1158,3704,100,81.7,18.3,100,71.5,28.5
US23001,"Androscoggin County, Maine",111139,49837,45393,4444,29089,100,91.1,8.9,100,64.1,35.9
US23003,"Aroostook County, Maine",67105,38303,29784,8519,21121,100,77.8,22.2,100,70.9,29.1
US23005,"Cumberland County, Maine",303069,149452,128100,21352,85983,100,85.7,14.3,100,67.1,32.9
US23007,"Franklin County, Maine",29456,20856,12842,8014,9618,100,61.6,38.4,100,74.9,25.1
US23009,"Hancock County, Maine",55478,40133,24948,15185,18675,100,62.2,37.8,100,74.9,25.1
US23011,"Kennebec County, Maine",123642,62607,53223,9384,37578,100,85,15,100,70.6,29.4
US23013,"Knox County, Maine",40607,24255,17883,6372,13318,100,73.7,26.3,100,74.5,25.5
US23015,"Lincoln County, Maine",35237,23608,15803,7805,12847,100,66.9,33.1,100,81.3,18.7
US23017,"Oxford County, Maine",57777,36130,24712,11418,18800,100,68.4,31.6,100,76.1,23.9
US23019,"Penobscot County, Maine",152199,74878,64250,10628,42654,100,85.8,14.2,100,66.4,33.6
US23021,"Piscataquis County, Maine",16800,14577,7615,6962,5852,100,52.2,47.8,100,76.8,23.2
US23023,"Sagadahoc County, Maine",36699,18938,16136,2802,12134,100,85.2,14.8,100,75.2,24.8
US23025,"Somerset County, Maine",50477,29785,21924,7861,16624,100,73.6,26.4,100,75.8,24.2
US23027,"Waldo County, Maine",39607,21921,17143,4778,13445,100,78.2,21.8,100,78.4,21.6
US23029,"Washington County, Maine",31095,21594,13757,7837,10566,100,63.7,36.3,100,76.8,23.2
US23031,"York County, Maine",211972,112198,88924,23274,65810,100,79.3,20.7,100,74,26
US24001,"Allegany County, Maryland",68106,32911,27596,5315,19018,100,83.9,16.1,100,68.9,31.1
US24003,"Anne Arundel County, Maryland",588261,233130,219971,13159,158078,100,94.4,5.6,100,71.9,28.1
US24005,"Baltimore County, Maryland",854535,350163,329964,20199,211292,100,94.2,5.8,100,64,36
US24009,"Calvert County, Maryland",92783,35663,32754,2909,27383,100,91.8,8.2,100,83.6,16.4
US24011,"Caroline County, Maryland",33293,13434,12327,1107,8933,100,91.8,8.2,100,72.5,27.5
US24013,"Carroll County, Maryland",172891,65793,63050,2743,51886,100,95.8,4.2,100,82.3,17.7
US24015,"Cecil County, Maryland",103725,43941,39398,4543,28076,100,89.7,10.3,100,71.3,28.7
US24017,"Charles County, Maryland",166617,62123,59107,3016,45781,100,95.1,4.9,100,77.5,22.5
US24019,"Dorchester County, Maryland",32531,16383,13721,2662,9033,100,83.8,16.2,100,65.8,34.2
US24021,"Frederick County, Maryland",271717,103493,98358,5135,73362,100,95,5,100,74.6,25.4
US24023,"Garrett County, Maryland",28806,18407,11954,6453,9238,100,64.9,35.1,100,77.3,22.7
US24025,"Harford County, Maryland",260924,103284,98282,5002,75420,100,95.2,4.8,100,76.7,23.3
US24027,"Howard County, Maryland",332317,123202,118781,4421,84477,100,96.4,3.6,100,71.1,28.9
US24029,"Kent County, Maryland",19198,10286,8075,2211,5694,100,78.5,21.5,100,70.5,29.5
US24031,"Montgomery County, Maryland",1062061,404423,386931,17492,246421,100,95.7,4.3,100,63.7,36.3
US24033,"Prince George's County, Maryland",967201,359957,342216,17741,205125,100,95.1,4.9,100,59.9,40.1
US24035,"Queen Anne's County, Maryland",49874,21274,19240,2034,15885,100,90.4,9.6,100,82.6,17.4
US24037,"St. Mary's County, Maryland",113777,45560,41845,3715,29797,100,91.8,8.2,100,71.2,28.8
US24039,"Somerset County, Maryland",24620,10895,8334,2561,5412,100,76.5,23.5,100,64.9,35.1
US24041,"Talbot County, Maryland",37526,19538,16296,3242,11598,100,83.4,16.6,100,71.2,28.8
US24043,"Washington County, Maryland",154705,63790,58640,5150,37729,100,91.9,8.1,100,64.3,35.7
US24045,"Wicomico County, Maryland",103588,43682,40018,3664,23705,100,91.6,8.4,100,59.2,40.8
US24047,"Worcester County, Maryland",52460,56263,22871,33392,17241,100,40.7,59.3,100,75.4,24.6
US24510,"Baltimore city, Maryland",585708,293249,251479,41770,109002,100,85.8,14.2,100,43.3,56.7
US25001,"Barnstable County, Massachusetts",228996,164885,103368,61517,80201,100,62.7,37.3,100,77.6,22.4
US25003,"Berkshire County, Massachusetts",129026,69759,57015,12744,38006,100,81.7,18.3,100,66.7,33.3
US25005,"Bristol County, Massachusetts",579200,243464,229293,14171,139781,100,94.2,5.8,100,61,39
US25007,"Dukes County, Massachusetts",20600,17530,8932,8598,6361,100,51,49,100,71.2,28.8
US25009,"Essex County, Massachusetts",809829,327185,309030,18155,193007,100,94.5,5.5,100,62.5,37.5
US25011,"Franklin County, Massachusetts",71029,34345,31323,3022,21284,100,91.2,8.8,100,68,32
US25013,"Hampden County, Massachusetts",465825,197033,185030,12003,112215,100,93.9,6.1,100,60.6,39.4
US25015,"Hampshire County, Massachusetts",162308,66245,61774,4471,40461,100,93.3,6.7,100,65.5,34.5
US25017,"Middlesex County, Massachusetts",1632002,658283,625916,32367,372733,100,95.1,4.9,100,59.6,40.4
US25019,"Nantucket County, Massachusetts",14255,12169,5478,6691,3272,100,45,55,100,59.7,40.3
US25021,"Norfolk County, Massachusetts",725981,291489,278326,13163,184533,100,95.5,4.5,100,66.3,33.7
US25023,"Plymouth County, Massachusetts",530819,214770,197288,17482,148773,100,91.9,8.1,100,75.4,24.6
US25025,"Suffolk County, Massachusetts",797936,349616,324655,24961,107722,100,92.9,7.1,100,33.2,66.8
US25027,"Worcester County, Massachusetts",862111,351764,331797,19967,211693,100,94.3,5.7,100,63.8,36.2
US26001,"Alcona County, Michigan",10167,10263,4907,5356,4360,100,47.8,52.2,100,88.9,11.1
US26003,"Alger County, Michigan",8842,6169,3609,2560,3020,100,58.5,41.5,100,83.7,16.3
US26005,"Allegan County, Michigan",120502,51789,45545,6244,37563,100,87.9,12.1,100,82.5,17.5
US26007,"Alpena County, Michigan",28907,15645,12901,2744,10078,100,82.5,17.5,100,78.1,21.9
US26009,"Antrim County, Michigan",23431,17538,10147,7391,8630,100,57.9,42.1,100,85,15
US26011,"Arenac County, Michigan",15002,9504,6631,2873,5545,100,69.8,30.2,100,83.6,16.4
US26013,"Baraga County, Michigan",8158,5052,3328,1724,2565,100,65.9,34.1,100,77.1,22.9
US26015,"Barry County, Michigan",62423,27351,24076,3275,20078,100,88,12,100,83.4,16.6
US26017,"Bay County, Michigan",103856,48562,45005,3557,34378,100,92.7,7.3,100,76.4,23.6
US26019,"Benzie County, Michigan",17970,12099,7753,4346,6718,100,64.1,35.9,100,86.7,13.3
US26021,"Berrien County, Michigan",154316,76821,63955,12866,45580,100,83.3,16.7,100,71.3,28.7
US26023,"Branch County, Michigan",44862,20749,16780,3969,12440,100,80.9,19.1,100,74.1,25.9
US26025,"Calhoun County, Michigan",134310,59518,54406,5112,38040,100,91.4,8.6,100,69.9,30.1
US26027,"Cass County, Michigan",51589,25291,20707,4584,16581,100,81.9,18.1,100,80.1,19.9
US26029,"Charlevoix County, Michigan",26054,17451,11274,6177,9114,100,64.6,35.4,100,80.8,19.2
US26031,"Cheboygan County, Michigan",25579,17631,11290,6341,9186,100,64,36,100,81.4,18.6
US26033,"Chippewa County, Michigan",36785,20268,13837,6431,10031,100,68.3,31.7,100,72.5,27.5
US26035,"Clare County, Michigan",30856,21818,13279,8539,10547,100,60.9,39.1,100,79.4,20.6
US26037,"Clinton County, Michigan",79128,32821,31087,1734,24096,100,94.7,5.3,100,77.5,22.5
US26039,"Crawford County, Michigan",12988,10174,5663,4511,4669,100,55.7,44.3,100,82.4,17.6
US26041,"Delta County, Michigan",36903,19786,16290,3496,12793,100,82.3,17.7,100,78.5,21.5
US26043,"Dickinson County, Michigan",25947,13917,11569,2348,9065,100,83.1,16.9,100,78.4,21.6
US26045,"Eaton County, Michigan",109175,47497,44950,2547,32615,100,94.6,5.4,100,72.6,27.4
US26047,"Emmet County, Michigan",34112,21771,14862,6909,11060,100,68.3,31.7,100,74.4,25.6
US26049,"Genesee County, Michigan",406211,183087,167118,15969,115927,100,91.3,8.7,100,69.4,30.6
US26051,"Gladwin County, Michigan",25386,16862,11006,5856,9241,100,65.3,34.7,100,84,16
US26053,"Gogebic County, Michigan",14380,10393,6874,3519,5348,100,66.1,33.9,100,77.8,22.2
US26055,"Grand Traverse County, Michigan",95238,45776,39819,5957,29869,100,87,13,100,75,25
US26057,"Gratiot County, Michigan",41761,16032,14764,1268,11032,100,92.1,7.9,100,74.7,25.3
US26059,"Hillsdale County, Michigan",45746,21396,18062,3334,14004,100,84.4,15.6,100,77.5,22.5
US26061,"Houghton County, Michigan",37361,18632,14299,4333,9939,100,76.7,23.3,100,69.5,30.5
US26063,"Huron County, Michigan",31407,20319,14048,6271,11367,100,69.1,30.9,100,80.9,19.1
US26065,"Ingham County, Michigan",284900,125251,115591,9660,66974,100,92.3,7.7,100,57.9,42.1
US26067,"Ionia County, Michigan",66804,24638,23108,1530,18119,100,93.8,6.2,100,78.4,21.6
US26069,"Iosco County, Michigan",25237,19856,11662,8194,9311,100,58.7,41.3,100,79.8,20.2
US26071,"Iron County, Michigan",11631,8878,5521,3357,4486,100,62.2,37.8,100,81.3,18.7
US26073,"Isabella County, Michigan",64394,28489,25191,3298,15146,100,88.4,11.6,100,60.1,39.9
US26075,"Jackson County, Michigan",160366,69025,62567,6458,46331,100,90.6,9.4,100,74.1,25.9
US26077,"Kalamazoo County, Michigan",261670,114021,106906,7115,68076,100,93.8,6.2,100,63.7,36.3
US26079,"Kalkaska County, Michigan",17939,11570,7438,4132,6236,100,64.3,35.7,100,83.8,16.2
US26081,"Kent County, Michigan",657974,265002,251658,13344,172573,100,95,5,100,68.6,31.4
US26083,"Keweenaw County, Michigan",2046,2270,1000,1270,901,100,44.1,55.9,100,90.1,9.9
US26085,"Lake County, Michigan",12096,13315,5079,8236,4168,100,38.1,61.9,100,82.1,17.9
US26087,"Lapeer County, Michigan",88619,36725,34256,2469,28618,100,93.3,6.7,100,83.5,16.5
US26089,"Leelanau County, Michigan",22301,15421,9728,5693,8501,100,63.1,36.9,100,87.4,12.6
US26091,"Lenawee County, Michigan",99423,43577,38581,4996,29833,100,88.5,11.5,100,77.3,22.7
US26093,"Livingston County, Michigan",193866,78441,74264,4177,63769,100,94.7,5.3,100,85.9,14.1
US26095,"Luce County, Michigan",5339,4065,2344,1721,1852,100,57.7,42.3,100,79,21
US26097,"Mackinac County, Michigan",10834,10519,5040,5479,3996,100,47.9,52.1,100,79.3,20.7
US26099,"Macomb County, Michigan",881217,369404,353201,16203,259945,100,95.6,4.4,100,73.6,26.4
US26101,"Manistee County, Michigan",25032,15472,10597,4875,8430,100,68.5,31.5,100,79.6,20.4
US26103,"Marquette County, Michigan",66017,33454,27681,5773,19118,100,82.7,17.3,100,69.1,30.9
US26105,"Mason County, Michigan",29052,17392,12319,5073,9622,100,70.8,29.2,100,78.1,21.9
US26107,"Mecosta County, Michigan",39714,20884,16013,4871,11807,100,76.7,23.3,100,73.7,26.3
US26109,"Menominee County, Michigan",23502,13212,10725,2487,8343,100,81.2,18.8,100,77.8,22.2
US26111,"Midland County, Michigan",83494,36867,34288,2579,26281,100,93,7,100,76.6,23.4
US26113,"Missaukee County, Michigan",15052,8615,5923,2692,4874,100,68.8,31.2,100,82.3,17.7
US26115,"Monroe County, Michigan",154809,65845,62152,3693,48443,100,94.4,5.6,100,77.9,22.1
US26117,"Montcalm County, Michigan",66614,27894,24153,3741,19383,100,86.6,13.4,100,80.3,19.7
US26119,"Montmorency County, Michigan",9153,8930,4325,4605,3724,100,48.4,51.6,100,86.1,13.9
US26121,"Muskegon County, Michigan",175824,74591,68610,5981,51528,100,92,8,100,75.1,24.9
US26123,"Newaygo County, Michigan",49978,24542,19414,5128,16168,100,79.1,20.9,100,83.3,16.7
US26125,"Oakland County, Michigan",1274395,554403,524047,30356,370324,100,94.5,5.5,100,70.7,29.3
US26127,"Oceana County, Michigan",26659,15538,10320,5218,8407,100,66.4,33.6,100,81.5,18.5
US26129,"Ogemaw County, Michigan",20770,15246,9207,6039,7414,100,60.4,39.6,100,80.5,19.5
US26131,"Ontonagon County, Michigan",5816,5244,2966,2278,2581,100,56.6,43.4,100,87,13
US26133,"Osceola County, Michigan",22891,12534,9152,3382,7331,100,73,27,100,80.1,19.9
