GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G3101130,US31113,Nebraska,Logan County,991,983,878,774,763,716,328,349,320,316,325,286
G3101150,US31115,Nebraska,Loup County,854,859,683,712,632,607,296,319,276,289,275,272
G3101170,US31117,Nebraska,McPherson County,623,593,546,533,539,399,205,221,212,202,211,168
G3101190,US31119,Nebraska,Madison County,27402,31382,32655,35226,34876,35585,8954,11586,12283,13436,13939,14024
G3101210,US31121,Nebraska,Merrick County,8751,8945,8042,8204,7845,7668,2781,3129,3061,3209,3151,3072
G3101230,US31123,Nebraska,Morrill County,5813,6085,5423,5440,5042,4555,1899,2230,2083,2138,2085,1905
G3101250,US31125,Nebraska,Nance County,5142,4740,4275,4038,3735,3380,1684,1712,1585,1577,1525,1414
G3101270,US31127,Nebraska,Nemaha County,8976,8367,7980,7576,7248,7074,3028,3200,3079,3047,2952,2814
G3101290,US31129,Nebraska,Nuckolls County,7404,6726,5786,5057,4500,4095,2535,2590,2359,2218,2079,1894
G3101310,US31131,Nebraska,Otoe County,15576,15183,14252,15396,15740,15912,5420,5801,5657,6060,6362,6390
G3101330,US31133,Nebraska,Pawnee County,4473,3937,3317,3087,2773,2544,1602,1578,1408,1339,1230,1108
G3101350,US31135,Nebraska,Perkins County,3423,3637,3367,3200,2970,2858,1193,1361,1283,1275,1239,1172
G3101370,US31137,Nebraska,Phelps County,9553,9769,9715,9747,9188,8968,3239,3699,3769,3844,3779,3706
G3101390,US31139,Nebraska,Pierce County,8493,8481,7827,7857,7266,7317,2713,3046,2929,2979,2911,2887
G3101410,US31141,Nebraska,Platte County,26508,28852,29820,31662,32237,34296,7973,10084,10954,12076,12658,13313
G3101430,US31143,Nebraska,Polk County,6468,6320,5675,5639,5406,5214,2211,2322,2223,2259,2212,2146
G3101450,US31145,Nebraska,Red Willow County,12191,12615,11705,11448,11055,10702,4132,4795,4723,4710,4663,4532
G3101470,US31147,Nebraska,Richardson County,12277,11315,9937,9531,8363,7871,4419,4479,4120,3993,3718,3460
G3101490,US31149,Nebraska,Rock County,2231,2383,2019,1756,1526,1262,771,883,798,763,685,583
G3101510,US31151,Nebraska,Saline County,12809,13131,12715,13843,14200,14292,4435,4925,4829,5188,5131,5222
G3101530,US31153,Nebraska,Sarpy County,63696,86015,102583,122595,158840,190604,15980,26303,33960,43426,58102,70173
G3101550,US31155,Nebraska,Saunders County,17018,18716,18285,19830,20780,22278,5453,6603,6809,7498,8040,8667
G3101570,US31157,Nebraska,Scotts Bluff County,36432,38344,36025,36951,36970,36084,11267,13813,14056,14887,14928,14689
G3101590,US31159,Nebraska,Seward County,14460,15789,15450,16496,16750,17609,4308,5258,5432,6013,6266,6558
G3101610,US31161,Nebraska,Sheridan County,7285,7544,6750,6198,5469,5127,2353,2813,2618,2549,2380,2163
G3101630,US31163,Nebraska,Sherman County,4725,4226,3718,3318,3152,2959,1553,1530,1431,1394,1392,1305
G3101650,US31165,Nebraska,Sioux County,2034,1845,1549,1475,1311,1135,659,663,612,605,577,515
G3101670,US31167,Nebraska,Stanton County,5758,6549,6244,6455,6129,5842,1796,2152,2167,2297,2387,2239
G3101690,US31169,Nebraska,Thayer County,7779,7582,6635,6055,5228,5034,2738,2922,2669,2541,2296,2143
G3101710,US31171,Nebraska,Thomas County,954,973,851,729,647,669,334,358,316,325,291,305
G3101730,US31173,Nebraska,Thurston County,6942,7186,6936,7171,6940,6773,2033,2347,2288,2255,2158,2068
G3101750,US31175,Nebraska,Valley County,5783,5633,5169,4647,4260,4059,2018,2170,2141,1965,1922,1806
G3101770,US31177,Nebraska,Washington County,13310,15508,16607,18780,20234,20865,4099,5257,6017,6940,7761,8115
G3101790,US31179,Nebraska,Wayne County,10400,9858,9364,9851,9595,9697,2986,3332,3232,3437,3507,3524
G3101810,US31181,Nebraska,Webster County,6477,4858,4279,4061,3812,3395,2363,1915,1755,1708,1604,1454
G3101830,US31183,Nebraska,Wheeler County,1054,1060,948,886,818,774,312,368,350,352,350,343
G3101850,US31185,Nebraska,York County,13685,14798,14428,14598,13665,14125,4542,5428,5467,5722,5564,5663
G3200010,US32001,Nevada,Churchill County,10513,13917,17938,23982,24877,25516,3379,5074,6666,8912,9671,10017
G3200030,US32003,Nevada,Clark County,273288,463087,741459,1375765,1951269,2265461,87728,173891,287025,512253,715365,845888
G3200050,US32005,Nevada,Douglas County,6882,19421,27637,41259,46997,49488,2389,7386,10571,16401,19638,21400
G3200070,US32007,Nevada,Elko County,13958,17269,33530,45291,48818,53702,4555,6350,11777,15638,17442,19631
G3200090,US32009,Nevada,Esmeralda County,629,777,1344,971,783,729,265,311,588,455,389,365
G3200110,US32011,Nevada,Eureka County,948,1198,1547,1651,1987,1855,335,446,617,666,836,802
G3200130,US32013,Nevada,Humboldt County,6375,9434,12844,16106,16528,17285,2126,3299,4538,5733,6289,6575
G3200150,US32015,Nevada,Lander County,2666,4076,6266,5794,5775,5734,843,1426,2212,2093,2213,2292
G3200170,US32017,Nevada,Lincoln County,2557,3732,3775,4165,5345,4499,792,1270,1325,1540,1988,1719
G3200190,US32019,Nevada,Lyon County,8221,13594,20001,34501,51980,59235,2618,5039,7680,13007,19808,22704
G3200210,US32021,Nevada,Mineral County,7051,6217,6475,5071,4772,4554,2286,2271,2529,2197,2240,2102
G3200230,US32023,Nevada,Nye County,5599,9048,17781,32485,43946,51591,1813,3434,6664,13309,18032,21763
G3200270,US32027,Nevada,Pershing County,2670,3408,4336,6693,6753,6650,937,1256,1614,1962,2018,1929
G3200290,US32029,Nevada,Storey County,695,1503,2526,3399,4010,4104,271,593,1006,1462,1742,1807
G3200310,US32031,Nevada,Washoe County,121068,193623,254667,339486,421407,486492,41762,77204,102294,132084,163445,191885
G3200330,US32033,Nevada,White Pine County,10150,8167,9264,9181,10030,9080,3116,3003,3296,3282,3707,3351
G3205100,US32510,Nevada,Carson City,15468,32022,40443,52457,55274,58639,4837,12074,15895,20171,21427,23419
G3300010,US33001,New Hampshire,Belknap County,32367,42884,49216,56325,60088,63705,10219,15573,18839,22459,24766,27027
G3300030,US33003,New Hampshire,Carroll County,18548,27931,35410,43666,47818,50107,6213,11074,14253,18351,21052,22667
G3300050,US33005,New Hampshire,Cheshire County,52364,62116,70121,73825,77117,76458,16275,21832,25856,28299,30204,31372
G3300070,US33007,New Hampshire,Coos County,34291,35147,34828,33111,33055,31268,10719,12938,13799,13961,14171,13908
G3300090,US33009,New Hampshire,Grafton County,54914,65806,74929,81743,89118,91118,16809,23221,27542,31598,35986,37683
G3300110,US33011,New Hampshire,Hillsborough County,223941,276608,336073,380841,400721,422937,68236,95820,124567,144455,155466,167875
G3300130,US33013,New Hampshire,Merrimack County,80925,98302,120005,136225,146445,153808,24498,34674,44595,51843,57069,60420
G3300150,US33015,New Hampshire,Rockingham County,138951,190345,245845,277359,295223,314176,41677,65951,89118,104529,115033,125787
G3300170,US33017,New Hampshire,Strafford County,70431,85408,104233,112233,123143,130889,20715,29104,37744,42581,47100,51454
G3300190,US33019,New Hampshire,Sullivan County,30949,36063,38592,40458,43742,43063,10017,13306,14873,16530,18126,18164
G3400010,US34001,New Jersey,Atlantic County,175043,194119,224327,252552,274549,274534,60716,71806,85123,95024,102847,106716
G3400030,US34003,New Jersey,Bergen County,898012,845385,825380,884118,905116,955732,279625,300410,308880,330817,335730,350664
G3400050,US34005,New Jersey,Burlington County,323132,362542,395066,423394,448734,461860,84788,114890,136554,154371,166318,174560
G3400070,US34007,New Jersey,Camden County,456291,471650,502824,508932,513657,523485,138408,162508,178758,185744,190980,199373
G3400090,US34009,New Jersey,Cape May County,59554,82266,95089,102326,97265,95263,21177,32347,37856,42148,40812,41012
G3400110,US34011,New Jersey,Cumberland County,121374,132866,138053,146438,156898,154152,37086,44287,47118,49143,51931,52649
G3400130,US34013,New Jersey,Essex County,929986,851116,778206,793633,783969,863728,302582,300303,278752,283736,283712,312913
G3400150,US34015,New Jersey,Gloucester County,172681,199917,230082,254673,288288,302294,49693,65129,78845,90717,104271,110471
G3400170,US34017,New Jersey,Hudson County,609266,556972,553099,608975,634266,724854,207499,207857,208739,230546,246437,289408
G3400190,US34019,New Jersey,Hunterdon County,69718,87361,107776,121989,128349,128947,21063,28515,37906,43678,47169,48978
G3400210,US34021,New Jersey,Mercer County,303968,307863,325824,350761,366513,387340,93486,105819,116941,125807,133155,139361
G3400230,US34023,New Jersey,Middlesex County,583813,595893,671780,750162,809858,863162,168076,196708,238833,265815,281186,300547
G3400250,US34025,New Jersey,Monmouth County,459379,503173,553124,615301,630380,643615,135230,170130,197570,224236,233983,244630
G3400270,US34027,New Jersey,Morris County,383454,407630,421353,470212,492276,509285,109823,131820,148751,169711,180534,188496
G3400290,US34029,New Jersey,Ocean County,208470,346038,433203,510916,576567,637229,68362,128304,168147,200402,221111,238812
G3400310,US34031,New Jersey,Passaic County,460782,447585,453060,489049,501226,524118,147214,153463,155269,163856,166785,177075
G3400330,US34033,New Jersey,Salem County,60346,64676,65294,64285,66083,64837,18681,22330,23794,24295,25290,25225
G3400350,US34035,New Jersey,Somerset County,198372,203129,240279,297490,323444,345361,57013,67368,88346,108984,117759,125598
G3400370,US34037,New Jersey,Sussex County,77528,116119,130943,144166,149265,144221,22809,37221,44456,50831,54752,55915
G3400390,US34039,New Jersey,Union County,543116,504094,493819,522541,536499,575345,171580,177973,180076,186124,188118,200372
G3400410,US34041,New Jersey,Warren County,73879,84429,91607,102437,108692,109632,23271,29406,33997,38660,41480,43327
G3500010,US35001,New Mexico,Bernalillo County,315774,419700,480577,556678,662564,676444,94223,151037,185582,220936,266000,279298
G3500030,US35003,New Mexico,Catron County,2198,2720,2563,3543,3725,3579,716,960,1010,1584,1787,1835
G3500050,US35005,New Mexico,Chaves County,43335,51103,57849,61382,65645,65157,13175,18194,20589,22561,23691,23521
G3500060,US35006,New Mexico,Cibola County,,,23794,25595,27213,27172,,,7292,8327,8860,9080
G3500070,US35007,New Mexico,Colfax County,12170,13667,12925,14189,13750,12387,3794,4901,4959,5821,6011,5519
G3500090,US35009,New Mexico,Curry County,39517,42019,42207,45044,48376,48430,11462,14419,15113,16766,18015,18563
G3500110,US35011,New Mexico,De Baca County,2547,2454,2252,2240,2022,1698,905,989,913,922,912,770
G3500130,US35013,New Mexico,Do��a Ana Co,69773,96340,135510,174682,209233,219561,18524,30402,45029,59556,75532,82366
G3500150,US35015,New Mexico,Eddy County,41119,47855,48605,51658,53829,62314,12527,16669,17472,19379,20411,22751
G3500170,US35017,New Mexico,Grant County,22030,26204,27676,31002,29514,28185,6242,8586,9773,12146,12586,12269
G3500190,US35019,New Mexico,Guadalupe County,4969,4496,4156,4680,4687,4452,1346,1498,1520,1655,1766,1659
G3500210,US35021,New Mexico,Harding County,1348,1090,987,810,695,657,439,412,396,371,349,331
G3500230,US35023,New Mexico,Hidalgo County,4734,6049,5958,5932,4894,4178,1345,1905,2004,2152,1936,1714
G3500250,US35025,New Mexico,Lea County,49554,55993,55765,55511,64727,74455,14996,18947,19306,19699,22236,25049
G3500270,US35027,New Mexico,Lincoln County,7560,10997,12219,19411,20497,20269,2440,4108,4789,8202,9219,9148
G3500280,US35028,New Mexico,Los Alamos County,15198,17599,18115,18343,17950,19419,4461,6283,7213,7497,7663,8147
G3500290,US35029,New Mexico,Luna County,11706,15585,18110,25016,25095,25427,3536,5557,6797,9397,9593,9822
G3500310,US35031,New Mexico,McKinley County,43208,56449,60686,74798,71492,72902,9675,15078,16588,21476,21968,22659
G3500330,US35033,New Mexico,Mora County,4673,4205,4264,5180,4881,4189,1280,1390,1519,2017,2114,1895
G3500350,US35035,New Mexico,Otero County,41097,44665,51928,62298,63797,67839,10934,14608,18155,22984,24464,25932
G3500370,US35037,New Mexico,Quay County,10903,10577,10823,10155,9041,8746,3642,3936,4238,4201,4072,3922
G3500390,US35039,New Mexico,Rio Arriba County,25170,29282,34365,41190,40246,40363,6393,9078,11461,15044,15768,16122
G3500410,US35041,New Mexico,Roosevelt County,16479,15695,16702,18018,19846,19191,5108,5645,5991,6639,7299,7159
G3500430,US35043,New Mexico,Sandoval County,17492,34799,63319,89908,131561,148834,4141,10464,20867,31411,47602,54856
G3500450,US35045,New Mexico,San Juan County,52517,81433,91605,113801,130044,121661,13269,25020,28740,37711,44404,42536
G3500470,US35047,New Mexico,San Miguel County,21951,22751,25743,30126,29393,27201,5506,7370,8701,11134,11978,11351
G3500490,US35049,New Mexico,Santa Fe County,53756,75360,98928,129292,144170,154823,15300,26287,37840,52482,61963,68020
G3500510,US35051,New Mexico,Sierra County,7189,8454,9912,13270,11988,11576,2898,3745,4428,6113,5917,5741
G3500530,US35053,New Mexico,Socorro County,9763,12566,14764,18078,17866,16595,2716,4026,5217,6675,7014,6471
G3500550,US35055,New Mexico,Taos County,17516,19456,23118,29979,32937,34489,4811,6470,8752,12675,14806,15747
G3500570,US35057,New Mexico,Torrance County,5290,7491,10285,16911,16383,15045,1621,2645,3670,6024,6264,5953
G3500590,US35059,New Mexico,Union County,4925,4725,4124,4174,4549,4079,1629,1724,1615,1733,1695,1552
G3500610,US35061,New Mexico,Valencia County,40539,61115,45235,66152,76569,76205,10335,19113,15170,22681,27500,27756
G3600010,US36001,New York,Albany County,286742,285909,292594,294565,304204,314848,94004,106589,115824,120512,126251,132812
G3600030,US36003,New York,Allegany County,46458,51742,50470,49927,48946,46456,13437,16505,17011,18009,18208,17668
G3600050,US36005,New York,Bronx County,1471701,1168972,1203789,1332650,1385108,1472654,497222,429257,424112,463212,483449,522450
G3600070,US36007,New York,Broome County,221815,213648,212160,200536,200600,198683,69458,76809,81843,80749,82167,82088
G3600090,US36009,New York,Cattaraugus County,81666,85697,84234,83955,80317,77042,24878,29280,30456,32023,32263,31863
G3600110,US36011,New York,Cayuga County,77439,79894,82313,81963,80026,76248,22987,26896,29075,30558,31445,31328
G3600130,US36013,New York,Chautauqua County,147305,146925,141895,139750,134905,127657,47685,52817,53696,54515,54244,53223
G3600150,US36015,New York,Chemung County,101537,97656,95195,91070,88830,84148,31230,34521,35275,35049,35462,35242
G3600170,US36017,New York,Chenango County,46368,49344,51768,51401,50477,47220,13839,16858,19141,19926,20436,19897
G3600190,US36019,New York,Clinton County,72934,80750,85969,79894,82128,79843,19168,24896,29123,29423,31582,32583
G3600210,US36021,New York,Columbia County,51519,59487,62982,63094,63096,61570,16292,21325,23696,24796,25906,26590
G3600230,US36023,New York,Cortland County,45894,48820,48963,48599,49336,46809,13773,16324,17247,18210,18671,18378
G3600250,US36025,New York,Delaware County,44718,46824,47225,48055,47980,44308,13910,16483,17646,19270,19898,19193
G3600270,US36027,New York,Dutchess County,222295,245055,259462,280150,297488,295911,62495,80642,89567,99536,107965,111927
G3600290,US36029,New York,Erie County,1113491,1015472,968532,950265,919040,954236,346374,365217,376994,380873,383164,404064
G3600310,US36031,New York,Essex County,34631,36176,37152,38851,39370,37381,10660,12879,13721,15028,16262,16088
G3600330,US36033,New York,Franklin County,43931,44929,46540,51134,51599,47555,12907,15127,16284,17931,19054,18974
G3600350,US36035,New York,Fulton County,52637,55153,54191,55073,55531,53324,17618,20259,20995,21884,22554,22390
G3600370,US36037,New York,Genesee County,58722,59400,60060,60370,60079,58388,17589,20111,21614,22770,23728,24213
G3600390,US36039,New York,Greene County,33136,40861,44739,48195,49221,47931,10750,14919,16596,18256,19823,20073
G3600410,US36041,New York,Hamilton County,4714,5034,5279,5379,4836,5107,1627,1923,2153,2362,2262,2478
G3600430,US36043,New York,Herkimer County,67633,66714,65797,64427,64519,60139,21406,23682,24936,25734,26324,25318
G3600450,US36045,New York,Jefferson County,88508,88151,110943,111738,116229,116721,27435,30792,37851,40068,43451,45480
G3600470,US36047,New York,Kings County,2602012,2230936,2300664,2465326,2504700,2736074,876119,828257,828199,880727,916856,1009804
G3600490,US36049,New York,Lewis County,23644,25035,26796,26944,27087,26582,6635,8051,9253,10040,10514,10754
G3600510,US36051,New York,Livingston County,54041,57006,62372,64328,65393,61834,15088,18252,21197,22150,24409,24276
G3600530,US36053,New York,Madison County,62864,65150,69120,69441,73442,68016,17741,20805,23567,25368,27754,26626
G3600550,US36055,New York,Monroe County,711917,702238,713968,735343,744344,759443,220554,252217,271944,286512,300422,316961
G3600570,US36057,New York,Montgomery County,55883,53439,51981,49708,50219,49532,18812,19845,20185,20038,20272,19968
G3600590,US36059,New York,Nassau County,1428080,1321582,1287348,1334544,1339532,1395774,401056,423401,431515,447387,448528,455482
G3600610,US36061,New York,New York County,1539233,1428285,1487536,1537195,1585873,1694251,687283,704502,716422,738644,763846,817782
G3600630,US36063,New York,Niagara County,235720,227354,220756,219846,216469,212666,71881,80258,84809,87846,90556,91392
G3600650,US36065,New York,Oneida County,273037,253466,250836,235469,234878,232125,82080,88000,92562,90496,93028,93846
G3600670,US36067,New York,Onondaga County,472746,463920,468973,458336,467026,476516,145322,165677,177898,181153,187686,195566
G3600690,US36069,New York,Ontario County,78849,88909,95101,100224,107931,112458,23748,30307,34929,38370,43019,46693
G3600710,US36071,New York,Orange County,221657,259603,307647,341367,372813,401310,65607,84251,101506,114788,125925,135746
G3600730,US36073,New York,Orleans County,37305,38496,41846,44171,42883,40343,11320,12976,14428,15363,16119,15969
G3600750,US36075,New York,Oswego County,100897,113901,121771,122377,122109,117525,29179,37238,42434,45522,46400,46419
G3600770,US36077,New York,Otsego County,56181,59075,60517,61676,62259,58524,16785,20228,21725,23291,24620,23414
G3600790,US36079,New York,Putnam County,56696,77193,83941,95745,99710,97668,15995,24368,28094,32703,35041,35329
G3600810,US36081,New York,Queens County,1986473,1891325,1951598,2229379,2230722,2405464,690056,711940,720149,782664,780117,847210
G3600830,US36083,New York,Rensselaer County,152510,151966,154429,152538,159429,161130,47322,52735,57612,59894,64702,66904
G3600850,US36085,New York,Richmond County,295443,352121,378977,443728,468730,495747,86192,114574,130519,156341,165516,173202
G3600870,US36087,New York,Rockland County,229903,259530,265475,286753,311687,338329,60359,77905,84874,92675,99242,102948
G3600890,US36089,New York,St. Lawrence County,111991,114254,111974,111931,111944,108505,30354,35801,37964,40506,41605,41235
G3600910,US36091,New York,Saratoga County,121679,153759,181276,200635,219607,235509,35686,51935,66425,78165,88296,98756
G3600930,US36093,New York,Schenectady County,160979,149946,149285,146555,154727,158061,53472,56168,59181,59684,62886,64957
G3600950,US36095,New York,Schoharie County,24750,29710,31859,31582,32749,29714,7268,9677,11257,11991,13166,12610
G3600970,US36097,New York,Schuyler County,16737,17686,18662,19224,18343,17898,5073,6038,6818,7374,7530,7699
G3600990,US36099,New York,Seneca County,35083,33733,33683,33342,35251,33814,9853,11408,12285,12630,13393,13414
G3601010,US36101,New York,Steuben County,99546,99217,99088,98726,98990,93584,30751,35150,37299,39071,40344,39737
G3601030,US36103,New York,Suffolk County,1124950,1284231,1321864,1419369,1493350,1525920,295587,385719,424719,469299,499922,516872
G3601050,US36105,New York,Sullivan County,52580,65155,69277,73966,77547,78624,16865,23021,24576,27661,30139,30183
G3601070,US36107,New York,Tioga County,46513,49812,52337,51784,51125,48455,13375,16520,18838,19725,20350,19878
G3601090,US36109,New York,Tompkins County,76879,87085,94097,96501,101564,105740,22614,29548,33338,36420,38967,42273
G3601110,US36111,New York,Ulster County,141241,158158,165304,177749,182493,181851,43533,55862,60807,67499,71049,73321
G3601130,US36113,New York,Warren County,49402,54854,59209,63303,65707,65737,15394,19420,22559,25726,27990,29064
G3601150,US36115,New York,Washington County,52725,54795,59330,61042,63216,61302,15314,17887,20256,22458,24142,24510
G3601170,US36117,New York,Wayne County,79404,84581,89123,93765,93772,91283,23553,28443,31977,34908,36585,37485
G3601190,US36119,New York,Westchester County,894104,866599,874866,923459,949113,1004457,282629,307450,320030,337142,347232,367296
G3601210,US36121,New York,Wyoming County,37688,39895,42507,43424,42155,40531,10610,12771,13897,14906,15501,15810
G3601230,US36123,New York,Yates County,19831,21459,22810,24621,25348,24774,6052,7713,8419,9029,9517,9461
G3700010,US37001,North Carolina,Alamance County,96362,99319,108213,130800,151131,171415,29851,35962,42652,51584,59960,67925
G3700030,US37003,North Carolina,Alexander County,19466,24999,27544,33603,37198,36444,5796,8528,10331,13137,14425,14408
G3700050,US37005,North Carolina,Alleghany County,8134,9587,9590,10677,11155,10888,2677,3596,3894,4593,4778,4844
G3700070,US37007,North Carolina,Anson County,23488,25649,23474,25275,26948,22055,6787,8386,8531,9204,9755,8554
G3700090,US37009,North Carolina,Ashe County,19571,22325,22209,24384,27281,26577,6039,8028,8848,10411,11755,11708
G3700110,US37011,North Carolina,Avery County,12655,14409,14867,17167,17797,17806,3667,4826,5520,6532,6664,6860
G3700130,US37013,North Carolina,Beaufort County,35980,40355,42283,44958,47759,44652,11030,14253,16157,18319,19941,19430
G3700150,US37015,North Carolina,Bertie County,20528,21024,20388,19773,21282,17934,5664,6897,7412,7743,8359,7264
G3700170,US37017,North Carolina,Bladen County,26477,30491,28663,32278,35190,29606,7363,10113,10760,12897,14430,12410
G3700190,US37019,North Carolina,Brunswick County,24223,35777,50985,73143,107431,136693,6958,12411,20069,30438,46297,61496
G3700210,US37021,North Carolina,Buncombe County,145056,160934,174821,206330,238318,269452,47248,60274,70802,85776,100412,116237
G3700230,US37023,North Carolina,Burke County,60364,72504,75744,89148,90912,87570,17645,25338,29184,34528,35804,35140
G3700250,US37025,North Carolina,Cabarrus County,74629,85895,98935,131063,178011,225804,23488,30610,37515,49519,65666,82596
G3700270,US37027,North Carolina,Caldwell County,56699,67746,70709,77415,83029,80652,16833,23331,27172,30768,33388,33166
G3700290,US37029,North Carolina,Camden County,5453,5829,5904,6885,9980,10355,1596,1931,2180,2662,3675,3875
G3700310,US37031,North Carolina,Carteret County,31603,41092,52556,59383,66469,67686,9997,15128,21238,25204,28870,30112
G3700330,US37033,North Carolina,Caswell County,19055,20705,20693,23501,23719,22736,5119,6516,7468,8670,9190,9124
G3700350,US37035,North Carolina,Catawba County,90873,105208,118412,141685,154358,160610,27974,37308,45700,55533,60887,64471
G3700370,US37037,North Carolina,Chatham County,29554,33415,38759,49329,63505,76285,8943,12063,15293,19741,25845,31288
G3700390,US37039,North Carolina,Cherokee County,16330,18933,20170,24298,27444,28774,5195,6847,7966,10336,11753,12705
G3700410,US37041,North Carolina,Chowan County,10764,12558,13506,14526,14793,13708,3171,4350,5113,5580,6059,5884
G3700430,US37043,North Carolina,Clay County,5180,6619,7155,8775,10587,11089,1688,2490,2928,3847,4660,4880
G3700450,US37045,North Carolina,Cleveland County,72556,83435,84714,96287,98078,99519,21422,28458,32037,37046,38555,39887
G3700470,US37047,North Carolina,Columbus County,46937,51037,49587,54749,58098,50623,13487,17266,18459,21308,22489,20368
G3700490,US37049,North Carolina,Craven County,62554,71043,81613,91436,103505,100720,17543,23499,29542,34582,40299,40932
G3700510,US37051,North Carolina,Cumberland County,212042,247160,274566,302963,319431,334728,52000,74934,91500,107358,122431,128978
G3700530,US37053,North Carolina,Currituck County,6976,11089,13736,18190,23547,28100,2164,3897,5038,6902,8880,10723
G3700550,US37055,North Carolina,Dare County,6995,13377,22746,29967,33920,36915,2465,5359,9349,12690,14335,15966
G3700570,US37057,North Carolina,Davidson County,95627,113162,126677,147246,162878,168930,29478,40010,48944,58156,64515,68126
G3700590,US37059,North Carolina,Davie County,18855,24599,27859,34835,41240,42712,5870,8540,10785,13750,16245,17256
G3700610,US37061,North Carolina,Duplin County,38015,40952,39995,49063,58505,48715,11199,13993,14925,18267,22495,19195
G3700630,US37063,North Carolina,Durham County,132681,152785,181835,223314,267587,324833,40921,55614,72297,89015,109348,134653
G3700650,US37065,North Carolina,Edgecombe County,52341,55988,56558,55606,56552,48900,14709,18397,20319,20392,21680,19971
G3700670,US37067,North Carolina,Forsyth County,214348,243683,265878,306067,350670,382590,67502,90146,107419,123851,141163,156635
G3700690,US37069,North Carolina,Franklin County,26820,30055,36414,47260,60619,68573,7622,9983,13503,17843,23023,26300
G3700710,US37071,North Carolina,Gaston County,148415,162568,175093,190365,206086,227943,44757,56362,65347,73936,79867,90799
G3700730,US37073,North Carolina,Gates County,8524,8875,9305,10516,12197,10478,2396,2889,3352,3901,4665,4244
G3700750,US37075,North Carolina,Graham County,6562,7217,7196,7993,8861,8030,1956,2481,2772,3354,3701,3317
G3700770,US37077,North Carolina,Granville County,32762,34043,38345,48498,59916,60992,8294,10445,13134,16654,20628,22461
G3700790,US37079,North Carolina,Greene County,14967,16117,15384,18974,21362,20451,3915,5059,5395,6696,7313,6984
G3700810,US37081,North Carolina,Guilford County,288590,317154,347420,421048,488406,541299,87827,114084,137706,168667,196628,216022
G3700830,US37083,North Carolina,Halifax County,53884,55286,55516,57370,54691,48622,15036,18286,20335,22122,21970,20707
G3700850,US37085,North Carolina,Harnett County,49667,59570,67822,91025,114678,133568,14692,20148,25150,33800,41594,48083
G3700870,US37087,North Carolina,Haywood County,41710,46495,46942,54033,59036,62089,13228,16997,19211,23100,25563,27193
G3700890,US37089,North Carolina,Henderson County,42804,58580,69285,89173,106740,116281,14195,22389,28709,37414,45448,49317
G3700910,US37091,North Carolina,Hertford County,23529,23368,22523,22601,24669,21552,6553,7499,8150,8953,9334,8351
G3700930,US37093,North Carolina,Hoke County,16436,20383,22856,33646,46952,52082,3960,6024,7405,11373,16532,18590
G3700950,US37095,North Carolina,Hyde County,5571,5873,5411,5826,5810,4589,1604,2029,2094,2185,2119,1804
G3700970,US37097,North Carolina,Iredell County,72197,82538,92931,122660,159437,186693,22411,29128,35573,47360,61215,72706
G3700990,US37099,North Carolina,Jackson County,21593,25811,26846,33121,40271,43109,6056,8502,9683,13191,16446,16876
G3701010,US37101,North Carolina,Johnston County,61737,70599,81306,121965,168878,215999,19190,25157,31566,46595,61909,79053
G3701030,US37103,North Carolina,Jones County,9779,9705,9414,10381,10153,9172,2679,3203,3492,4061,4167,3873
G3701050,US37105,North Carolina,Lee County,30467,36718,41374,49040,57866,63285,9118,12914,15689,18466,22058,24575
G3701070,US37107,North Carolina,Lenoir County,55204,59819,57274,59648,59495,55122,15941,20674,21938,23862,24327,22930
G3701090,US37109,North Carolina,Lincoln County,32682,42372,50319,63780,78265,86810,9960,14674,18764,24041,30343,34306
G3701110,US37111,North Carolina,McDowell County,30648,35135,35681,42151,44996,44578,9412,12224,13680,16604,17838,18058
G3701130,US37113,North Carolina,Macon County,15788,20178,23499,29811,33922,37014,5197,7701,9834,12828,14591,16379
G3701150,US37115,North Carolina,Madison County,16003,16827,16953,19635,20764,21193,4960,5844,6488,8000,8494,8920
G3701170,US37117,North Carolina,Martin County,24730,25948,25078,25593,24505,22031,7019,8615,9317,10020,10318,9554
G3701190,US37119,North Carolina,Mecklenburg County,354656,404270,511433,695454,919628,1115482,109532,146967,200219,273416,362213,448814
G3701210,US37121,North Carolina,Mitchell County,13447,14428,14433,15687,15579,14903,4248,5263,5779,6551,6685,6612
G3701230,US37123,North Carolina,Montgomery County,19267,22469,23346,26822,27798,25751,5708,7760,8290,9848,10544,10333
G3701250,US37125,North Carolina,Moore County,39048,50505,59013,74769,88247,99727,11838,18582,23827,30713,37540,41881
G3701270,US37127,North Carolina,Nash County,59122,67153,76677,87420,95840,94970,17331,23470,29041,33644,37782,39093
G3701290,US37129,North Carolina,New Hanover County,82996,103471,120284,160307,202667,225702,26623,37691,48139,68183,86046,98109
G3701310,US37131,North Carolina,Northampton County,24009,22584,20798,22086,22099,17471,6214,7097,7591,8691,9193,7801
G3701330,US37133,North Carolina,Onslow County,103126,112784,149838,150355,177772,204576,22761,30307,40658,48122,60092,69576
G3701350,US37135,North Carolina,Orange County,57707,77055,93851,118227,133801,148696,16544,27044,36104,45863,51457,57059
