GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G3701370,US37137,North Carolina,Pamlico County,9467,10398,11372,12934,13144,12276,2886,3678,4523,5178,5490,5193
G3701390,US37139,North Carolina,Pasquotank County,26824,28462,31298,34897,40661,40568,7952,9723,11384,12907,14956,15616
G3701410,US37141,North Carolina,Pender County,18149,22215,28855,41082,52217,60203,5237,7511,11112,16054,20333,22962
G3701430,US37143,North Carolina,Perquimans County,8351,9486,10447,11368,13453,13005,2500,3283,3988,4645,5598,5566
G3701450,US37145,North Carolina,Person County,25914,29164,30180,35623,39464,39097,7536,9858,11423,14085,15826,16176
G3701470,US37147,North Carolina,Pitt County,73900,90146,107924,133798,168148,170243,20914,30198,40491,52539,67577,70016
G3701490,US37149,North Carolina,Polk County,11735,12984,14416,18324,20510,19328,3955,5023,6110,7908,8989,8538
G3701510,US37151,North Carolina,Randolph County,76358,91728,106546,130454,141752,144171,24108,32917,41096,50659,55373,57470
G3701530,US37153,North Carolina,Richmond County,39889,45481,44518,46564,46639,42946,12051,15809,16793,17873,18430,17454
G3701550,US37155,North Carolina,Robeson County,84842,101610,105179,123339,134168,116530,22162,31372,36154,43677,47997,43402
G3701570,US37157,North Carolina,Rockingham County,72402,83426,86064,91928,93643,91096,22486,29616,33446,36989,38693,38740
G3701590,US37159,North Carolina,Rowan County,90035,99186,110605,130340,138428,146875,28714,35949,42512,49940,53140,57433
G3701610,US37161,North Carolina,Rutherford County,47337,53787,56918,62899,67810,64444,14993,19221,22198,25191,27466,26652
G3701630,US37163,North Carolina,Sampson County,44954,49687,47297,60161,63431,59036,13032,16646,17526,22273,24005,22562
G3701650,US37165,North Carolina,Scotland County,26929,32273,33754,35998,36157,34174,7387,10343,11837,13399,13614,12870
G3701670,US37167,North Carolina,Stanly County,42822,48517,51765,58100,60585,62504,13632,17378,19747,22223,23589,24742
G3701690,US37169,North Carolina,Stokes County,23782,33086,37223,44711,47401,44520,7221,11252,14123,17579,19416,18893
G3701710,US37171,North Carolina,Surry County,51415,59449,61704,71219,73673,71359,16332,21301,24252,28408,29914,29659
G3701730,US37173,North Carolina,Swain County,7861,10283,11268,12968,13981,14117,2394,3565,4173,5137,5672,5734
G3701750,US37175,North Carolina,Transylvania County,19713,23417,25520,29334,33090,32986,5906,8200,9924,12320,14394,14385
G3701770,US37177,North Carolina,Tyrrell County,3806,3975,3856,4149,4407,3245,1128,1381,1471,1537,1595,1444
G3701790,US37179,North Carolina,Union County,54714,70380,84211,123677,201292,238267,15904,22921,29307,43390,67864,80167
G3701810,US37181,North Carolina,Vance County,32691,36748,38892,42954,45422,42578,9406,12239,14166,16199,17395,17038
G3701830,US37183,North Carolina,Wake County,228453,301327,423380,627846,900993,1129410,67533,106525,165743,242040,345645,437043
G3701850,US37185,North Carolina,Warren County,15810,16232,17265,19972,20972,18642,4339,5257,6305,7708,8321,7894
G3701870,US37187,North Carolina,Washington County,14038,14801,13997,13723,13228,11003,3810,4729,5052,5367,5526,4871
G3701890,US37189,North Carolina,Watauga County,23404,31666,36952,42695,51079,54086,6525,10746,13693,16540,20403,21413
G3701910,US37191,North Carolina,Wayne County,85408,97054,104666,113329,122623,117333,23829,32300,36889,42612,47831,45997
G3701930,US37193,North Carolina,Wilkes County,49524,58657,59393,65632,69340,65969,14960,20522,23021,26650,28360,27612
G3701950,US37195,North Carolina,Wilson County,57486,63132,66061,73814,81234,78784,16709,21549,25093,28613,31962,32222
G3701970,US37197,North Carolina,Yadkin County,24599,28439,30488,36348,38406,37214,7881,10211,12068,14505,15486,15225
G3701990,US37199,North Carolina,Yancey County,12629,14934,15419,17774,17818,18470,3876,5277,6124,7472,7644,8120
G3800010,US38001,North Dakota,Adams County,3832,3584,3174,2593,2343,2200,1200,1333,1266,1121,1098,1011
G3800030,US38003,North Dakota,Barnes County,14669,13960,12545,11775,11066,10853,4566,5094,4975,4884,4826,4772
G3800050,US38005,North Dakota,Benson County,8245,7944,7198,6964,6660,5964,2343,2528,2415,2328,2233,2015
G3800070,US38007,North Dakota,Billings County,1198,1138,1108,888,783,945,335,367,387,366,358,406
G3800090,US38009,North Dakota,Bottineau County,9496,9239,8011,7149,6429,6379,2914,3270,3105,2962,2832,2779
G3800110,US38011,North Dakota,Bowman County,3901,4229,3596,3242,3151,2993,1204,1505,1420,1358,1385,1294
G3800130,US38013,North Dakota,Burke County,4739,3822,3002,2242,1968,2201,1510,1444,1252,1013,913,954
G3800150,US38015,North Dakota,Burleigh County,40714,54811,60131,69416,81308,98458,12169,19420,22684,27670,33976,39927
G3800170,US38017,North Dakota,Cass County,73653,88247,102874,123138,149778,184525,22670,32613,40281,51315,63899,78672
G3800190,US38019,North Dakota,Cavalier County,8213,7636,6064,4831,3993,3704,2468,2687,2375,2017,1818,1661
G3800210,US38021,North Dakota,Dickey County,6976,7207,6107,5757,5289,4999,2136,2454,2299,2283,2180,1985
G3800230,US38023,North Dakota,Divide County,4564,3494,2899,2283,2071,2195,1414,1309,1193,1005,977,965
G3800250,US38025,North Dakota,Dunn County,4895,4627,4005,3600,3536,4095,1316,1542,1433,1378,1401,1558
G3800270,US38027,North Dakota,Eddy County,4103,3554,2951,2757,2385,2347,1249,1342,1194,1164,1057,1026
G3800290,US38029,North Dakota,Emmons County,7200,5877,4830,4331,3550,3301,1913,1924,1849,1786,1594,1492
G3800310,US38031,North Dakota,Foster County,4832,4611,3983,3759,3343,3397,1405,1623,1541,1540,1495,1458
G3800330,US38033,North Dakota,Golden Valley County,2611,2391,2108,1924,1680,1736,780,850,811,761,774,721
G3800350,US38035,North Dakota,Grand Forks County,61102,66100,70683,66109,66861,73170,16975,22108,25340,25435,27417,30658
G3800370,US38037,North Dakota,Grant County,5009,4274,3549,2841,2394,2301,1450,1498,1374,1195,1128,1028
G3800390,US38039,North Dakota,Griggs County,4184,3714,3303,2754,2420,2306,1350,1391,1294,1178,1131,1015
G3800410,US38041,North Dakota,Hettinger County,5075,4275,3445,2715,2477,2489,1451,1497,1341,1152,1056,1064
G3800430,US38043,North Dakota,Kidder County,4362,3833,3332,2753,2435,2394,1268,1352,1247,1158,1059,1043
G3800450,US38045,North Dakota,LaMoure County,7117,6473,5383,4701,4139,4093,2208,2265,2075,1942,1825,1720
G3800470,US38047,North Dakota,Logan County,4245,3493,2847,2308,1990,1876,1226,1205,1096,963,843,791
G3800490,US38049,North Dakota,McHenry County,8977,7858,6528,5987,5395,5345,2712,2832,2551,2526,2377,2292
G3800510,US38051,North Dakota,McIntosh County,5545,4800,4021,3390,2809,2530,1762,1854,1687,1467,1307,1177
G3800530,US38053,North Dakota,McKenzie County,6127,7132,6383,5737,6360,14704,1804,2382,2301,2151,2410,5416
G3800550,US38055,North Dakota,McLean County,11251,12383,10457,9311,8962,9771,3351,4277,3933,3815,3897,4129
G3800570,US38057,North Dakota,Mercer County,6175,9404,9808,8644,8424,8350,1939,3257,3560,3346,3625,3475
G3800590,US38059,North Dakota,Morton County,20310,25177,23700,25303,27471,33291,5841,8529,8677,9889,11289,13827
G3800610,US38061,North Dakota,Mountrail County,8437,7679,7021,6631,7673,9809,2531,2675,2587,2560,2793,3715
G3800630,US38063,North Dakota,Nelson County,5776,5233,4410,3715,3126,3015,1880,1983,1831,1628,1474,1386
G3800650,US38065,North Dakota,Oliver County,2322,2495,2381,2065,1846,1877,632,798,809,791,756,760
G3800670,US38067,North Dakota,Pembina County,10728,10399,9238,8585,7413,6844,3279,3754,3555,3535,3257,3003
G3800690,US38069,North Dakota,Pierce County,6323,6166,5052,4675,4357,3990,1858,2113,1974,1964,1835,1719
G3800710,US38071,North Dakota,Ramsey County,12915,13048,12681,12066,11451,11605,3842,4618,4977,4957,4955,4947
G3800730,US38073,North Dakota,Ransom County,7102,6698,5921,5890,5457,5703,2284,2403,2284,2350,2310,2246
G3800750,US38075,North Dakota,Renville County,3828,3608,3160,2610,2470,2282,1176,1287,1209,1085,1061,982
G3800770,US38077,North Dakota,Richland County,18089,19207,18148,17998,16321,16529,5297,6413,6518,6885,6651,6710
G3800790,US38079,North Dakota,Rolette County,11549,12177,12772,13674,13937,12187,2709,3425,4150,4556,4783,4114
G3800810,US38081,North Dakota,Sargent County,5937,5512,4549,4366,3829,3862,1831,1957,1763,1786,1675,1734
G3800830,US38083,North Dakota,Sheridan County,3232,2819,2148,1710,1321,1265,1004,1007,858,731,645,585
G3800850,US38085,North Dakota,Sioux County,3632,3620,3761,4044,4153,3898,824,920,1022,1095,1158,1103
G3800870,US38087,North Dakota,Slope County,1484,1157,907,767,727,706,403,388,333,313,326,303
G3800890,US38089,North Dakota,Stark County,19613,23697,22832,22636,24199,33646,5283,7832,8479,8932,10085,13561
G3800910,US38091,North Dakota,Steele County,3749,3106,2420,2258,1975,1798,1175,1142,991,923,864,788
G3800930,US38093,North Dakota,Stutsman County,23550,24154,22241,21908,21100,21593,6914,8649,8661,8954,8931,9084
G3800950,US38095,North Dakota,Towner County,4645,4052,3627,2876,2246,2162,1409,1496,1433,1218,1048,965
G3800970,US38097,North Dakota,Traill County,9571,9624,8752,8477,8121,7997,3048,3427,3327,3341,3394,3230
G3800990,US38099,North Dakota,Walsh County,16251,15371,13840,12389,11119,10563,4633,5244,5229,5029,4746,4493
G3801010,US38101,North Dakota,Ward County,58560,58392,57921,58795,61675,69919,16333,19892,21485,23041,25029,28847
G3801030,US38103,North Dakota,Wells County,7847,6979,5864,5102,4207,3982,2449,2550,2406,2215,1943,1852
G3801050,US38105,North Dakota,Williams County,19301,22237,21129,19761,22398,40950,5890,7939,8041,8095,9293,16095
G3900010,US39001,Ohio,Adams County,18957,24328,25371,27330,28550,27477,6075,8263,9192,10501,11147,10938
G3900030,US39003,Ohio,Allen County,111144,112241,109755,108473,106331,102206,33966,39168,39408,40646,40619,40935
G3900050,US39005,Ohio,Ashland County,43303,46178,47507,52523,53139,52447,13321,15913,17101,19524,20196,20700
G3900070,US39007,Ohio,Ashtabula County,98237,104215,99821,102728,101497,97574,29953,35825,36760,39397,39363,39329
G3900090,US39009,Ohio,Athens County,54889,56399,59549,62223,64757,62431,15233,18356,20139,22501,23578,23696
G3900110,US39011,Ohio,Auglaize County,38602,42554,44585,46611,45949,46422,11652,14532,15976,17376,17972,18602
G3900130,US39013,Ohio,Belmont County,80917,82569,71074,70226,70400,66497,26470,30250,28161,28309,28679,27333
G3900150,US39015,Ohio,Brown County,26635,31920,34966,42285,44846,43676,8124,10683,12379,15555,17014,17153
G3900170,US39017,Ohio,Butler County,226207,258787,291479,332807,368130,390357,67110,88130,104535,123082,135960,145159
G3900190,US39019,Ohio,Carroll County,21579,25598,26521,28836,28836,26721,6562,8580,9667,11126,11385,11065
G3900210,US39021,Ohio,Champaign County,30491,33649,36019,38890,40097,38714,9591,11795,13253,14952,15329,15638
G3900230,US39023,Ohio,Clark County,157115,150236,147548,144742,138333,136001,48242,53376,55198,56648,55244,55844
G3900250,US39025,Ohio,Clermont County,95725,128483,150187,177977,197363,208601,26630,41811,52726,66013,74828,81944
G3900270,US39027,Ohio,Clinton County,31464,34603,35415,40543,42040,42018,9679,12148,13038,15416,16210,16464
G3900290,US39029,Ohio,Columbiana County,108310,113572,108276,112075,107841,101877,34418,39996,40775,42973,42683,41706
G3900310,US39031,Ohio,Coshocton County,33486,36024,35427,36655,36901,36612,10959,13064,13433,14356,14658,14621
G3900330,US39033,Ohio,Crawford County,50364,50075,47870,46966,43784,42025,16000,18167,18383,18957,18099,18069
G3900350,US39035,Ohio,Cuyahoga County,1721300,1498400,1412140,1393978,1280122,1264817,554239,563478,563243,571457,545056,555988
G3900370,US39037,Ohio,Darke County,49141,55096,53619,53309,52959,51881,15246,18864,19459,20419,20929,20925
G3900390,US39039,Ohio,Defiance County,36949,39987,39350,39500,39037,38286,10675,13306,14070,15138,15268,15482
G3900410,US39041,Ohio,Delaware County,42908,53840,66929,109989,174214,214124,12428,17624,23116,39674,62760,77713
G3900430,US39043,Ohio,Erie County,75909,79655,76779,79551,77079,75622,23022,27740,28932,31727,31860,32360
G3900450,US39045,Ohio,Fairfield County,73301,93678,103461,122759,146156,158921,22629,31776,36813,45425,54310,58691
G3900470,US39047,Ohio,Fayette County,25461,27467,27466,28433,29030,28951,8204,9684,10221,11054,11436,11752
G3900490,US39049,Ohio,Franklin County,833249,869132,961437,1068978,1163414,1323807,259321,322817,378723,438778,477235,540369
G3900510,US39051,Ohio,Fulton County,33071,37751,38498,42084,42698,42713,9793,12536,13504,15480,16188,16801
G3900530,US39053,Ohio,Gallia County,25239,30098,30954,31069,30934,29220,7407,10278,11367,12060,12062,11665
G3900550,US39055,Ohio,Geauga County,62977,74474,81129,90895,93389,95397,16941,22880,26906,31630,34264,35460
G3900570,US39057,Ohio,Greene County,125057,129769,136731,147886,161573,167966,35083,43078,48351,55312,62770,66831
G3900590,US39059,Ohio,Guernsey County,37665,42024,39024,40792,40087,38438,11903,15048,14894,16094,16210,16100
G3900610,US39061,Ohio,Hamilton County,924018,873224,866228,845303,802374,830639,295269,322238,338881,346790,333945,347126
G3900630,US39063,Ohio,Hancock County,61217,64581,65536,71295,74782,74920,19445,23058,24642,27898,30197,31107
G3900650,US39065,Ohio,Hardin County,30813,32719,31111,31945,32058,30696,9524,11131,11250,11963,11762,11638
G3900670,US39067,Ohio,Harrison County,17013,18152,16085,15856,15864,14483,5398,6289,6111,6398,6526,6032
G3900690,US39069,Ohio,Henry County,27058,28383,29108,29210,28215,27662,8193,9732,10401,10935,10934,11262
G3900710,US39071,Ohio,Highland County,28996,33477,35728,40875,43589,43317,9579,11915,13230,15587,16693,16876
G3900730,US39073,Ohio,Hocking County,20322,24304,25533,28241,29380,28050,6531,8591,9351,10843,11369,11429
G3900750,US39075,Ohio,Holmes County,23024,29416,32849,38943,42366,44223,5970,8164,9315,11337,12554,13490
G3900770,US39077,Ohio,Huron County,49587,54608,56240,59487,59626,58565,14811,18690,20239,22307,22820,23406
G3900790,US39079,Ohio,Jackson County,27174,30592,30230,32641,33225,32653,8651,10707,11260,12619,13010,12936
G3900810,US39081,Ohio,Jefferson County,96193,91564,80298,73894,69709,65249,30046,32705,31311,30417,29109,27464
G3900830,US39083,Ohio,Knox County,41795,46304,47473,54500,60921,62721,12998,15899,17230,19975,22607,23429
G3900850,US39085,Ohio,Lake County,197200,212801,215499,227511,230041,232603,55801,72064,80421,89700,94156,99590
G3900870,US39087,Ohio,Lawrence County,56868,63849,61834,62319,62450,58240,17611,22041,22899,24732,24974,23872
G3900890,US39089,Ohio,Licking County,107799,120981,128300,145491,166492,178519,33183,42218,47254,55609,63989,68462
G3900910,US39091,Ohio,Logan County,35072,39155,42310,46005,45858,46150,11546,14261,15952,17956,18111,19062
G3900930,US39093,Ohio,Lorain County,256843,274909,271126,284664,301356,312964,73087,90819,96064,105836,116274,125239
G3900950,US39095,Ohio,Lucas County,484370,471741,462361,455054,441815,431279,153889,172239,177500,182847,180267,181899
G3900970,US39097,Ohio,Madison County,28318,33004,37068,40213,43435,43824,8183,10661,11990,13672,14734,15234
G3900990,US39099,Ohio,Mahoning County,303424,289487,264806,257555,238823,228614,93047,102560,101136,102587,98712,97912
G3901010,US39101,Ohio,Marion County,64724,67974,64274,66217,66501,65359,20025,23798,23484,24578,24691,24932
G3901030,US39103,Ohio,Medina County,82717,113150,122354,151095,172332,182470,23157,35979,41792,54542,65143,71647
G3901050,US39105,Ohio,Meigs County,19799,23641,22987,23072,23770,22210,6465,8412,8662,9234,9557,9204
G3901070,US39107,Ohio,Mercer County,35265,38334,39443,40924,40814,42528,9828,12166,13398,14756,15532,16288
G3901090,US39109,Ohio,Miami County,84342,90381,93182,98868,102506,108774,26571,31968,34559,38437,40917,44086
G3901110,US39111,Ohio,Monroe County,15739,17382,15497,15180,14642,13385,4884,5964,5754,6021,6065,5747
G3901130,US39113,Ohio,Montgomery County,606148,571697,573809,559062,535153,537309,190805,211857,226192,229229,223943,228536
G3901150,US39115,Ohio,Morgan County,12375,14241,14194,14897,15054,13802,3944,4912,5170,5890,6034,5845
G3901170,US39117,Ohio,Morrow County,21348,26480,27749,31628,34827,34950,6491,8773,9656,11499,12855,13334
G3901190,US39119,Ohio,Muskingum County,77826,83340,82068,84585,86074,86410,24591,29442,30753,32518,34271,35091
G3901210,US39121,Ohio,Noble County,10428,11310,11336,14058,14645,14115,3315,3948,4137,4546,4852,4725
G3901230,US39123,Ohio,Ottawa County,37099,40076,40029,40985,41428,40364,11521,14202,15170,16474,17503,17748
G3901250,US39125,Ohio,Paulding County,19329,21302,20488,20293,19614,18806,5676,7007,7252,7773,7769,7590
G3901270,US39127,Ohio,Perry County,27434,31032,31557,34078,36058,35408,8463,10525,11264,12500,13576,13592
